,dataset_name,method,k,SSE_a,Total_time_a
0,Syn_n_5000_d_2_seed_3,asc,3,81812.62080429555,0.031743526458740234
1,Syn_n_5000_d_2_seed_3,asc,5,81658.24250317246,0.10574841499328613
2,Syn_n_5000_d_2_seed_3,asc,10,81295.79328109293,0.24135398864746094
3,Syn_n_5000_d_2_seed_3,asc,20,80638.23201437108,0.37697291374206543
