,dataset_name,method,k,theta,max,SSE,Total_time,allSSEs
0,Syn_n_50000_d_2_seed_4,asc,20,20,10,828937.6127402185,72.66672801971436,"(830826.2678053553, 830789.7441854959, 830533.759316792, 830480.5536460418, 830310.7750996249, 830245.0393876543, 830121.6963437918, 830029.8713314838, 829922.7961361674, 829854.0503557079, 829733.7173803343, 829641.8923680263, 829548.1001013331, 829466.0713922504, 829369.6348764582, 829286.6327123442, 829205.4630809047, 829107.3754830658, 829016.8445867747, 828937.6127402185)"
