,dataset_name,method,k,SSE,Total_time
148,Syn_n_5000_d_2_seed_1,asc,3.0,82478.33202095605,0.017976999282836914
149,Syn_n_5000_d_2_seed_1,asc,5.0,82275.96402881533,0.09175539016723633
150,Syn_n_5000_d_2_seed_1,asc,10.0,81865.73804744992,0.4856748580932617
151,Syn_n_5000_d_2_seed_1,asc,20.0,81115.55721499921,0.9943413734436035
152,Syn_n_5000_d_2_seed_2,basic,3.0,83100.1581066972,0.43979716300964355
153,Syn_n_5000_d_2_seed_2,basic,5.0,82893.98395326981,0.8656833171844482
154,Syn_n_5000_d_2_seed_2,basic,10.0,82464.14771090525,1.9148759841918945
155,Syn_n_5000_d_2_seed_2,basic,20.0,81680.65251092383,4.17879843711853
156,Syn_n_5000_d_2_seed_2,asc,3.0,83103.51242525806,0.009971380233764648
157,Syn_n_5000_d_2_seed_2,asc,5.0,82893.98395326985,0.07080912590026855
158,Syn_n_5000_d_2_seed_2,asc,10.0,82464.2998416274,0.20844268798828125
159,Syn_n_5000_d_2_seed_2,asc,20.0,81682.12208799692,0.7898869514465332
160,Syn_n_5000_d_2_seed_3,basic,3.0,81812.6208042956,0.4637587070465088
161,Syn_n_5000_d_2_seed_3,basic,5.0,81658.24250317253,0.9813756942749023
162,Syn_n_5000_d_2_seed_3,basic,10.0,81251.14451859631,2.1592512130737305
163,Syn_n_5000_d_2_seed_3,basic,20.0,80565.41547891236,4.131949424743652
164,Syn_n_5000_d_2_seed_3,asc,3.0,81812.62080429555,0.05485129356384277
165,Syn_n_5000_d_2_seed_3,asc,5.0,81658.24250317246,0.12865567207336426
166,Syn_n_5000_d_2_seed_3,asc,10.0,81251.14451859621,0.36704540252685547
167,Syn_n_5000_d_2_seed_3,asc,20.0,80565.41547891224,0.9384911060333252
168,Syn_n_5000_d_2_seed_4,basic,3.0,84208.65077305955,0.4368312358856201
169,Syn_n_5000_d_2_seed_4,basic,5.0,84068.53734821334,0.86568284034729
170,Syn_n_5000_d_2_seed_4,basic,10.0,83699.5468911406,1.9128875732421875
171,Syn_n_5000_d_2_seed_4,basic,20.0,82993.38632175716,4.022228002548218
172,Syn_n_5000_d_2_seed_4,asc,3.0,84208.65077305946,0.06485366821289062
173,Syn_n_5000_d_2_seed_4,asc,5.0,84068.53734821333,0.12466621398925781
174,Syn_n_5000_d_2_seed_4,asc,10.0,83707.43354748182,0.32016468048095703
175,Syn_n_5000_d_2_seed_4,asc,20.0,82994.9131936112,0.9674127101898193
176,Syn_n_5000_d_2_seed_5,basic,3.0,81620.6155292716,0.43785572052001953
177,Syn_n_5000_d_2_seed_5,basic,5.0,81424.75587384476,0.8656864166259766
178,Syn_n_5000_d_2_seed_5,basic,10.0,80996.1534231665,1.9228591918945312
179,Syn_n_5000_d_2_seed_5,basic,20.0,80253.8311673146,4.01526403427124
180,Syn_n_5000_d_2_seed_5,asc,3.0,81620.61552927158,0.0688483715057373
181,Syn_n_5000_d_2_seed_5,asc,5.0,81424.7558738447,0.1495954990386963
182,Syn_n_5000_d_2_seed_5,asc,10.0,80998.83530075205,0.3680150508880615
183,Syn_n_5000_d_2_seed_5,asc,20.0,80253.83116731449,0.9235320091247559
184,Syn_n_5000_d_2_seed_6,basic,3.0,83512.42845409349,0.4398231506347656
185,Syn_n_5000_d_2_seed_6,basic,5.0,83293.77483964103,0.8726577758789062
186,Syn_n_5000_d_2_seed_6,basic,10.0,82888.5659593169,1.9088916778564453
187,Syn_n_5000_d_2_seed_6,basic,20.0,82167.97562022149,4.016230583190918
188,Syn_n_5000_d_2_seed_6,asc,3.0,83512.42845409349,0.0718069076538086
189,Syn_n_5000_d_2_seed_6,asc,5.0,83293.77483964094,0.1326453685760498
190,Syn_n_5000_d_2_seed_6,asc,10.0,82888.56595931687,0.31415820121765137
191,Syn_n_5000_d_2_seed_6,asc,20.0,82169.1125316026,1.0292489528656006
192,Syn_n_5000_d_2_seed_7,basic,3.0,81758.30023959055,0.4318718910217285
193,Syn_n_5000_d_2_seed_7,basic,5.0,81591.72705043085,0.8746938705444336
194,Syn_n_5000_d_2_seed_7,basic,10.0,81193.77004153258,1.940840244293213
195,Syn_n_5000_d_2_seed_7,basic,20.0,80459.99725333133,4.177399158477783
196,Syn_n_5000_d_2_seed_7,asc,3.0,81758.90453619839,0.10073041915893555
197,Syn_n_5000_d_2_seed_7,asc,5.0,81597.35832520484,0.1515946388244629
198,Syn_n_5000_d_2_seed_7,asc,10.0,81209.89147104447,0.3669869899749756
199,Syn_n_5000_d_2_seed_7,asc,20.0,80465.69976786418,0.9095945358276367
200,Syn_n_5000_d_2_seed_8,basic,3.0,82593.49572626693,0.42984962463378906
201,Syn_n_5000_d_2_seed_8,basic,5.0,82441.36615034804,0.8726658821105957
202,Syn_n_5000_d_2_seed_8,basic,10.0,82080.32735057623,1.918867826461792
203,Syn_n_5000_d_2_seed_8,basic,20.0,81367.97810347681,4.0192506313323975
204,Syn_n_5000_d_2_seed_8,asc,3.0,82593.49572626692,0.09474396705627441
205,Syn_n_5000_d_2_seed_8,asc,5.0,82450.44215128606,0.20345735549926758
206,Syn_n_5000_d_2_seed_8,asc,10.0,82084.4584874697,0.39397358894348145
207,Syn_n_5000_d_2_seed_8,asc,20.0,81368.95485381375,0.9853641986846924
208,Syn_n_5000_d_2_seed_9,basic,3.0,81813.56346959516,0.4318716526031494
209,Syn_n_5000_d_2_seed_9,basic,5.0,81655.27789321961,0.9504578113555908
210,Syn_n_5000_d_2_seed_9,basic,10.0,81254.71047599237,2.059493064880371
211,Syn_n_5000_d_2_seed_9,basic,20.0,80538.6154504443,4.1818132400512695
212,Syn_n_5000_d_2_seed_9,asc,3.0,81813.69495068878,0.020944595336914062
213,Syn_n_5000_d_2_seed_9,asc,5.0,81655.5221477615,0.07080984115600586
214,Syn_n_5000_d_2_seed_9,asc,10.0,81254.95473053427,0.3251304626464844
215,Syn_n_5000_d_2_seed_9,asc,20.0,80539.36286722274,1.089085578918457
