,dataset_name,k,theta,max,SSE_b,SSE_a,Total_time_b,Total_time_a,speed_up,Gap
0,Syn_n_50000_d_2_seed_1,20,1.01,20,822968.0658165881,822968.0658165761,388.91254925727844,144.63482475280762,2.6889274413818445,-1.4570162131718276e-12
1,Syn_n_50000_d_2_seed_1,20,1.05,20,822968.0658165881,822968.0658165761,384.0234730243683,125.12237048149109,3.069183164821638,-1.4570162131718276e-12
2,Syn_n_50000_d_2_seed_1,20,1.1,20,822968.0658165881,822973.1119851,382.7627685070038,109.07857584953308,3.5090554265669964,0.0006131669892734877
3,Syn_n_50000_d_2_seed_1,20,1.2,20,822968.0658165881,822973.1119851,394.61962509155273,99.65046906471252,3.9600378081039307,0.0006131669892734877
4,Syn_n_50000_d_2_seed_1,20,1.5,20,822968.0658165881,822973.1119851,388.1839668750763,90.47439432144165,4.290539547531186,0.0006131669892734877
5,Syn_n_50000_d_2_seed_1,20,2.0,20,822968.0658165881,822988.253933615,385.35171151161194,86.90294456481934,4.43427680662978,0.00245308631834965
6,Syn_n_50000_d_2_seed_1,20,5.0,20,822968.0658165881,822992.3896267881,408.01780104637146,74.41100120544434,5.483299437402524,0.0029556201765664944
7,Syn_n_50000_d_2_seed_1,20,10.0,20,822968.0658165881,822995.0912332347,389.0022268295288,68.62137293815613,5.668820225735073,0.0032838961521310657
8,Syn_n_50000_d_2_seed_1,20,20.0,20,822968.0658165881,823017.8850916331,404.7055742740631,64.3158130645752,6.292473887684905,0.0060536097467548105
9,Syn_n_50000_d_2_seed_1,20,50.0,20,822968.0658165881,823043.5412635998,413.90965390205383,57.55469274520874,7.191588281678571,0.009171127063934801
