,dataset_name,k,theta,max,SSE_b,SSE_a,Total_time_b,Total_time_a,speed_up,Gap
0,Syn_n_50000_d_2_seed_2,20,1.01,20,827592.0664996873,827592.0664996844,422.525292634964,152.66155648231506,2.767725564778393,-3.5166879474604896e-13
1,Syn_n_50000_d_2_seed_2,20,1.05,20,827592.0664996873,827592.0664996844,427.5984044075012,129.95927953720093,3.29024911441665,-3.5166879474604896e-13
2,Syn_n_50000_d_2_seed_2,20,1.1,20,827592.0664996873,827592.0664996844,430.01419591903687,131.7022898197174,3.265047225129252,-3.5166879474604896e-13
3,Syn_n_50000_d_2_seed_2,20,1.2,20,827592.0664996873,827592.0664996844,412.8660273551941,120.89129543304443,3.4151840781941134,-3.5166879474604896e-13
4,Syn_n_50000_d_2_seed_2,20,1.5,20,827592.0664996873,827592.0664996844,387.28584003448486,97.862051486969,3.9574670073828835,-3.5166879474604896e-13
5,Syn_n_50000_d_2_seed_2,20,2.0,20,827592.0664996873,827592.0664996844,391.2425320148468,100.41771221160889,3.896150623212633,-3.5166879474604896e-13
6,Syn_n_50000_d_2_seed_2,20,5.0,20,827592.0664996873,827592.0664996844,387.2186760902405,90.23850131034851,4.2910583671876035,-3.5166879474604896e-13
7,Syn_n_50000_d_2_seed_2,20,10.0,20,827592.0664996873,827608.9831982576,387.14310479164124,89.4054799079895,4.330194359339769,0.002044086604395889
8,Syn_n_50000_d_2_seed_2,20,20.0,20,827592.0664996873,827619.9805462214,382.99036145210266,83.55006170272827,4.583962640444063,0.0033729234080465678
9,Syn_n_50000_d_2_seed_2,20,50.0,20,827592.0664996873,827648.8525724779,381.3854076862335,73.71194386482239,5.173997424157504,0.006861601879631378
