,dataset_name,k,theta,max,SSE_b,SSE_a,Total_time_b,Total_time_a,speed_up,Gap
0,Syn_n_50000_d_2_seed_3,20,1.01,20,822430.1289156048,822430.1289156033,383.6625497341156,126.79391980171204,3.0258749814984047,-1.8401553281439337e-13
1,Syn_n_50000_d_2_seed_3,20,1.05,20,822430.1289156048,822430.1289156033,382.94415616989136,87.55267715454102,4.373871463621253,-1.8401553281439337e-13
2,Syn_n_50000_d_2_seed_3,20,1.1,20,822430.1289156048,822430.1289156033,387.91752648353577,75.37592768669128,5.14643784015448,-1.8401553281439337e-13
3,Syn_n_50000_d_2_seed_3,20,1.2,20,822430.1289156048,822430.1289156033,385.58131098747253,65.3527319431305,5.900002945905961,-1.8401553281439337e-13
4,Syn_n_50000_d_2_seed_3,20,1.5,20,822430.1289156048,822430.1289156033,388.66867685317993,64.55632400512695,6.020613516071834,-1.8401553281439337e-13
5,Syn_n_50000_d_2_seed_3,20,2.0,20,822430.1289156048,822430.1289156033,391.2564857006073,56.50043177604675,6.924840632217606,-1.8401553281439337e-13
6,Syn_n_50000_d_2_seed_3,20,5.0,20,822430.1289156048,822434.6721906845,388.1225574016571,51.288381576538086,7.567455736977361,0.0005524207978227092
7,Syn_n_50000_d_2_seed_3,20,10.0,20,822430.1289156048,822434.6721906842,386.60271072387695,50.257572889328,7.692427001503101,0.0005524207977943991
8,Syn_n_50000_d_2_seed_3,20,20.0,20,822430.1289156048,822434.1374471256,382.3355612754822,47.1536169052124,8.108297652840676,0.00048740085995232135
9,Syn_n_50000_d_2_seed_3,20,50.0,20,822430.1289156048,822463.6282376067,382.5101900100708,39.3936710357666,9.709940199855435,0.004073211914805264
