,dataset_name,k,theta,max,SSE_b,SSE_a,Total_time_b,Total_time_a,speed_up,Gap
0,Syn_n_50000_d_2_seed_5,20,1.01,20,823692.923557239,823692.9235572333,389.5191128253937,118.67656540870667,3.282190645507312,-6.92533662288214e-13
1,Syn_n_50000_d_2_seed_5,20,1.05,20,823692.923557239,823692.9235572333,386.97819781303406,73.16429257392883,5.289167491396326,-6.92533662288214e-13
2,Syn_n_50000_d_2_seed_5,20,1.1,20,823692.923557239,823692.9235572333,385.78170943260193,58.15646743774414,6.63351345825083,-6.92533662288214e-13
3,Syn_n_50000_d_2_seed_5,20,1.2,20,823692.923557239,823692.9235572333,384.8437247276306,50.50685524940491,7.619633470095429,-6.92533662288214e-13
4,Syn_n_50000_d_2_seed_5,20,1.5,20,823692.923557239,823692.9235572333,385.5519452095032,45.257487535476685,8.519075322227613,-6.92533662288214e-13
5,Syn_n_50000_d_2_seed_5,20,2.0,20,823692.923557239,823692.9235572333,385.41189527511597,42.24751400947571,9.122711816573913,-6.92533662288214e-13
6,Syn_n_50000_d_2_seed_5,20,5.0,20,823692.923557239,823692.9235572333,385.7834930419922,39.844523668289185,9.682221232049093,-6.92533662288214e-13
7,Syn_n_50000_d_2_seed_5,20,10.0,20,823692.923557239,823730.8661708168,383.9665422439575,42.78655767440796,8.973999384709101,0.004606402761596964
8,Syn_n_50000_d_2_seed_5,20,20.0,20,823692.923557239,823745.4366632635,386.0131211280823,43.21141862869263,8.933127709715306,0.006375325624710878
9,Syn_n_50000_d_2_seed_5,20,50.0,20,823692.923557239,823755.0296154189,384.96954011917114,36.1373405456543,10.65295714367298,0.007539952863945022
