,dataset_name,k,theta,max,SSE_b,SSE_a,Total_time_b,Total_time_a,speed_up,Gap
0,Syn_n_50000_d_2_seed_4,20,1.01,20,828915.1019788806,828915.101978878,382.6351945400238,122.86373782157898,3.114305337964578,-3.089745951157516e-13
1,Syn_n_50000_d_2_seed_4,20,1.05,20,828915.1019788806,828915.1019788773,383.02972531318665,82.08272743225098,4.66638642861045,-3.932403937836839e-13
2,Syn_n_50000_d_2_seed_4,20,1.1,20,828915.1019788806,828915.1019788773,382.48189425468445,74.10199308395386,5.16156014618057,-3.932403937836839e-13
3,Syn_n_50000_d_2_seed_4,20,1.2,20,828915.1019788806,828915.1019788773,382.8728210926056,64.8700819015503,5.902147952790784,-3.932403937836839e-13
4,Syn_n_50000_d_2_seed_4,20,1.5,20,828915.1019788806,828915.1019788773,383.6342661380768,56.6295964717865,6.774448169151403,-3.932403937836839e-13
5,Syn_n_50000_d_2_seed_4,20,2.0,20,828915.1019788806,828915.1019788773,382.9826672077179,52.71609115600586,7.265005026156711,-3.932403937836839e-13
6,Syn_n_50000_d_2_seed_4,20,5.0,20,828915.1019788806,828915.1019788777,383.08050298690796,46.376986026763916,8.260142277590747,-3.511074944497178e-13
7,Syn_n_50000_d_2_seed_4,20,10.0,20,828915.1019788806,828971.1044475314,383.02409529685974,37.85921025276184,10.117065114133437,0.006756116340155448
8,Syn_n_50000_d_2_seed_4,20,20.0,20,828915.1019788806,828989.639722171,384.0494432449341,35.340479135513306,10.867126101270271,0.008992204764091719
9,Syn_n_50000_d_2_seed_4,20,50.0,20,828915.1019788806,828987.243379385,388.328152179718,29.605412006378174,13.116796080934689,0.008703110889422508
