,dataset_name,k,theta,max,SSE_b,SSE_a,Total_time_b,Total_time_a,speed_up,Gap
0,Syn_n_50000_d_2_seed_8,20,1.01,10,821197.6594192045,821197.6594192025,406.30261158943176,141.70163798332214,2.86731062090653,-2.409968475138605e-13
1,Syn_n_50000_d_2_seed_8,20,1.05,10,821197.6594192045,821197.6594192025,407.8415513038635,90.16091132164001,4.523485236844265,-2.409968475138605e-13
2,Syn_n_50000_d_2_seed_8,20,1.1,10,821197.6594192045,821197.6594192025,406.04706358909607,75.9873948097229,5.34361080026316,-2.409968475138605e-13
3,Syn_n_50000_d_2_seed_8,20,1.2,10,821197.6594192045,821197.6594192025,407.3248417377472,68.08812069892883,5.982318759227486,-2.409968475138605e-13
4,Syn_n_50000_d_2_seed_8,20,1.5,10,821197.6594192045,821197.6594192025,407.21164059638977,59.562206745147705,6.836745360002359,-2.409968475138605e-13
5,Syn_n_50000_d_2_seed_8,20,2.0,10,821197.6594192045,821197.6594192025,407.20338559150696,53.73381805419922,7.578158417493741,-2.409968475138605e-13
6,Syn_n_50000_d_2_seed_8,20,5.0,10,821197.6594192045,821197.6594192027,405.2470099925995,50.14948081970215,8.080781762218976,-2.126442772181122e-13
7,Syn_n_50000_d_2_seed_8,20,10.0,10,821197.6594192045,821219.4230862528,406.0232493877411,40.778934717178345,9.956690928875629,0.0026502349097897804
8,Syn_n_50000_d_2_seed_8,20,20.0,10,821197.6594192045,821261.3373199018,406.1344668865204,35.84860038757324,11.329158251525632,0.007754272064337583
9,Syn_n_50000_d_2_seed_8,20,50.0,10,821197.6594192045,821310.1509631989,406.91283893585205,33.48443365097046,12.152298682347842,0.013698473528767933
