,dataset_name,k,theta,max,SSE_b,SSE_a,Total_time_b,Total_time_a,speed_up,Gap
0,Syn_n_50000_d_2_seed_3,20,1.01,10,822430.1289156048,822430.1289156033,431.20667123794556,177.0465371608734,2.4355555220271237,-1.8401553281439337e-13
1,Syn_n_50000_d_2_seed_3,20,1.05,10,822430.1289156048,822430.1289156033,430.9945089817047,117.86034846305847,3.6568236442707733,-1.8401553281439337e-13
2,Syn_n_50000_d_2_seed_3,20,1.1,10,822430.1289156048,822430.1289156033,428.79472279548645,102.63309502601624,4.177938146431151,-1.8401553281439337e-13
3,Syn_n_50000_d_2_seed_3,20,1.2,10,822430.1289156048,822430.1289156033,427.9746024608612,88.67685294151306,4.826226780320367,-1.8401553281439337e-13
4,Syn_n_50000_d_2_seed_3,20,1.5,10,822430.1289156048,822430.1289156033,429.772891998291,82.44805908203125,5.2126502040598774,-1.8401553281439337e-13
5,Syn_n_50000_d_2_seed_3,20,2.0,10,822430.1289156048,822430.1289156033,427.1267364025116,76.64404320716858,5.572862789192756,-1.8401553281439337e-13
6,Syn_n_50000_d_2_seed_3,20,5.0,10,822430.1289156048,822435.5919843727,429.55905199050903,73.07854914665222,5.878045705703332,0.000664259318310676
7,Syn_n_50000_d_2_seed_3,20,10.0,10,822430.1289156048,822434.1374471259,429.87394094467163,70.65505242347717,6.084121746427771,0.0004874008599806315
8,Syn_n_50000_d_2_seed_3,20,20.0,10,822430.1289156048,822434.1374471256,426.26664543151855,67.77787232398987,6.28917124152099,0.00048740085995232135
9,Syn_n_50000_d_2_seed_3,20,50.0,10,822430.1289156048,822464.073638519,425.30977749824524,57.51517367362976,7.394740384714274,0.004127368602000313
