,dataset_name,k,theta,max,SSE_b,SSE_a,Total_time_b,Total_time_a,speed_up,Gap
0,Syn_n_50000_d_2_seed_9,20,1.01,50,825649.5184304834,825649.5184304799,406.9673306941986,171.65199661254883,2.370886087697548,-4.2299542079877037e-13
1,Syn_n_50000_d_2_seed_9,20,1.05,50,825649.5184304834,825649.5184304799,407.93622732162476,142.20531225204468,2.8686426748854403,-4.2299542079877037e-13
2,Syn_n_50000_d_2_seed_9,20,1.1,50,825649.5184304834,825649.5184304799,407.1034023761749,130.02292251586914,3.1310125514713643,-4.2299542079877037e-13
3,Syn_n_50000_d_2_seed_9,20,1.2,50,825649.5184304834,825649.5184304799,406.21969294548035,121.03239893913269,3.3562888656761123,-4.2299542079877037e-13
4,Syn_n_50000_d_2_seed_9,20,1.5,50,825649.5184304834,825649.5184304799,406.5249228477478,111.43306469917297,3.6481534807035145,-4.2299542079877037e-13
5,Syn_n_50000_d_2_seed_9,20,2.0,50,825649.5184304834,825649.5184304799,407.6334898471832,105.24252343177795,3.87327742204344,-4.2299542079877037e-13
6,Syn_n_50000_d_2_seed_9,20,5.0,50,825649.5184304834,825653.3709643382,406.4483389854431,102.19374084472656,3.9772332006419235,0.0004666064436276132
7,Syn_n_50000_d_2_seed_9,20,10.0,50,825649.5184304834,825656.3827319352,406.8445727825165,107.68136787414551,3.7782262689866943,0.0008313819966709123
8,Syn_n_50000_d_2_seed_9,20,20.0,50,825649.5184304834,825670.6700061746,408.01828718185425,103.77298641204834,3.9318352616522767,0.0025618104557719765
9,Syn_n_50000_d_2_seed_9,20,50.0,50,825649.5184304834,825683.2602203097,407.72828817367554,70.38327288627625,5.7929714185425,0.00408669648235849
