,dataset_name,k,theta,max,SSE_b,SSE_a,Total_time_b,Total_time_a,speed_up,Gap
0,Syn_n_50000_d_2_seed_0,20,1.01,50,822470.7707060463,822470.7707060416,462.9881782531738,195.24195170402527,2.3713560237045535,-5.661736609897936e-13
1,Syn_n_50000_d_2_seed_0,20,1.05,50,822470.7707060463,822470.7707060416,455.24592113494873,122.68206739425659,3.71077803630379,-5.661736609897936e-13
2,Syn_n_50000_d_2_seed_0,20,1.1,50,822470.7707060463,822470.7707060416,454.3390176296234,91.7825231552124,4.950169182659053,-5.661736609897936e-13
3,Syn_n_50000_d_2_seed_0,20,1.2,50,822470.7707060463,822470.7707060416,451.20714235305786,65.78308129310608,6.859015015466346,-5.661736609897936e-13
4,Syn_n_50000_d_2_seed_0,20,1.5,50,822470.7707060463,822470.7707060416,439.116482257843,53.44710993766785,8.215906954930926,-5.661736609897936e-13
5,Syn_n_50000_d_2_seed_0,20,2.0,50,822470.7707060463,822470.7707060416,436.37493872642517,49.45174193382263,8.82425818913298,-5.661736609897936e-13
6,Syn_n_50000_d_2_seed_0,20,5.0,50,822470.7707060463,822478.4887818324,432.39973998069763,42.50431990623474,10.173077487996018,0.0009384012248252435
7,Syn_n_50000_d_2_seed_0,20,10.0,50,822470.7707060463,822480.3915400173,432.9122271537781,40.73507046699524,10.627506524250066,0.001169747827368142
8,Syn_n_50000_d_2_seed_0,20,20.0,50,822470.7707060463,822485.7935402665,432.9909782409668,36.327348470687866,11.919146220934413,0.0018265493140025338
9,Syn_n_50000_d_2_seed_0,20,50.0,50,822470.7707060463,822489.0716459606,432.25696086883545,34.82884764671326,12.410888963466089,0.002225117361750668
