,dataset_name,k,theta,max,SSE_b,SSE_a,Total_time_b,Total_time_a,speed_up,Gap
0,Syn_n_50000_d_2_seed_3,20,1.01,50,822430.1289156048,822430.1289156033,434.62098145484924,173.19482016563416,2.5094340641319484,-1.8401553281439337e-13
1,Syn_n_50000_d_2_seed_3,20,1.05,50,822430.1289156048,822430.1289156033,433.21158599853516,110.98962116241455,3.9031720395243372,-1.8401553281439337e-13
2,Syn_n_50000_d_2_seed_3,20,1.1,50,822430.1289156048,822430.1289156033,430.93212699890137,99.82803463935852,4.316744575366013,-1.8401553281439337e-13
3,Syn_n_50000_d_2_seed_3,20,1.2,50,822430.1289156048,822430.1289156033,429.384822845459,90.3847975730896,4.750631017326086,-1.8401553281439337e-13
4,Syn_n_50000_d_2_seed_3,20,1.5,50,822430.1289156048,822430.1289156033,429.16754698753357,80.1885335445404,5.351981486843804,-1.8401553281439337e-13
5,Syn_n_50000_d_2_seed_3,20,2.0,50,822430.1289156048,822430.1289156033,427.74318981170654,76.75774621963501,5.5726387352197655,-1.8401553281439337e-13
6,Syn_n_50000_d_2_seed_3,20,5.0,50,822430.1289156048,822434.6721906842,429.4452443122864,73.90043950080872,5.811132480579995,0.0005524207977943991
7,Syn_n_50000_d_2_seed_3,20,10.0,50,822430.1289156048,822434.6721906842,429.6021161079407,70.70591235160828,6.075900894561739,0.0005524207977943991
8,Syn_n_50000_d_2_seed_3,20,20.0,50,822430.1289156048,822435.6725915157,426.5171022415161,65.42602920532227,6.519073638154092,0.0006740604114569338
9,Syn_n_50000_d_2_seed_3,20,50.0,50,822430.1289156048,822477.561070745,423.7858421802521,55.15796232223511,7.683130854335727,0.005767317304237195
