,dataset_name,k,theta,max,SSE_b,SSE_a,Total_time_b,Total_time_a,speed_up,Gap
0,Syn_n_50000_d_2_seed_1,20,1.01,5,822968.0658165881,822968.0658165761,399.2889075279236,158.52851390838623,2.518719804303931,-1.4570162131718276e-12
1,Syn_n_50000_d_2_seed_1,20,1.05,5,822968.0658165881,822968.0658165761,398.29451870918274,133.16404032707214,2.99100656401614,-1.4570162131718276e-12
2,Syn_n_50000_d_2_seed_1,20,1.1,5,822968.0658165881,822973.1119851,398.6183936595917,116.76821756362915,3.4137576300878036,0.0006131669892734877
3,Syn_n_50000_d_2_seed_1,20,1.2,5,822968.0658165881,822973.1119851,398.56685161590576,109.02774620056152,3.6556460672196582,0.0006131669892734877
4,Syn_n_50000_d_2_seed_1,20,1.5,5,822968.0658165881,822973.1119851,401.93472623825073,98.342036485672,4.087110055899756,0.0006131669892734877
5,Syn_n_50000_d_2_seed_1,20,2.0,5,822968.0658165881,822988.253933615,401.5553753376007,81.51102137565613,4.926393615986859,0.00245308631834965
6,Syn_n_50000_d_2_seed_1,20,5.0,5,822968.0658165881,822988.2539336156,399.82314133644104,75.14699029922485,5.320547632638393,0.002453086318420379
7,Syn_n_50000_d_2_seed_1,20,10.0,5,822968.0658165881,822991.2131165992,401.4321258068085,73.24120712280273,5.480959989282148,0.0028126607790256437
8,Syn_n_50000_d_2_seed_1,20,20.0,5,822968.0658165881,823000.5488524309,400.2784869670868,72.1641194820404,5.5467798933887735,0.0039470590891689614
9,Syn_n_50000_d_2_seed_1,20,50.0,5,822968.0658165881,823010.4529742007,399.7321448326111,81.33554291725159,4.91460597047083,0.0051505227691354075
