,dataset_name,k,theta,max,SSE_b,SSE_a,Total_time_b,Total_time_a,speed_up,Gap
0,Syn_n_50000_d_2_seed_7,20,1.01,50,825512.1282970605,825512.1282970577,408.0472867488861,155.39497447013855,2.625871834917663,-3.3845265600277483e-13
1,Syn_n_50000_d_2_seed_7,20,1.05,50,825512.1282970605,825512.1282970577,406.9558424949646,105.1249885559082,3.8711618244651214,-3.3845265600277483e-13
2,Syn_n_50000_d_2_seed_7,20,1.1,50,825512.1282970605,825512.1282970577,407.128365278244,98.05962181091309,4.151845150527947,-3.3845265600277483e-13
3,Syn_n_50000_d_2_seed_7,20,1.2,50,825512.1282970605,825512.1282970577,407.8388183116913,83.05738592147827,4.910325719825309,-3.3845265600277483e-13
4,Syn_n_50000_d_2_seed_7,20,1.5,50,825512.1282970605,825512.1282970577,407.4109013080597,76.47005701065063,5.327718027610678,-3.3845265600277483e-13
5,Syn_n_50000_d_2_seed_7,20,2.0,50,825512.1282970605,825512.1282970577,407.52656054496765,70.69742369651794,5.764376397849411,-3.3845265600277483e-13
6,Syn_n_50000_d_2_seed_7,20,5.0,50,825512.1282970605,825528.999796383,408.16913533210754,64.74982619285583,6.303787350971188,0.00204376153228363
7,Syn_n_50000_d_2_seed_7,20,10.0,50,825512.1282970605,825533.3218156212,406.2624490261078,67.93389630317688,5.980261270648025,0.0025673176485545837
8,Syn_n_50000_d_2_seed_7,20,20.0,50,825512.1282970605,825544.5271408468,408.68042731285095,70.36636924743652,5.807894192689775,0.0039246962795283415
9,Syn_n_50000_d_2_seed_7,20,50.0,50,825512.1282970605,825551.7714461231,407.90741086006165,49.41035842895508,8.255503983978851,0.0048022491376863595
