,dataset_name,k,theta,max,SSE_b,SSE_a,Total_time_b,Total_time_a,speed_up,Gap
0,Syn_n_50000_d_2_seed_2,20,1.01,10,827592.0664996873,827592.0664996844,431.218302488327,188.8060314655304,2.2839222833146247,-3.5166879474604896e-13
1,Syn_n_50000_d_2_seed_2,20,1.05,10,827592.0664996873,827592.0664996844,431.8257477283478,158.28170943260193,2.7282100330880232,-3.5166879474604896e-13
2,Syn_n_50000_d_2_seed_2,20,1.1,10,827592.0664996873,827592.0664996844,434.9530870914459,149.74962067604065,2.904535484817002,-3.5166879474604896e-13
3,Syn_n_50000_d_2_seed_2,20,1.2,10,827592.0664996873,827592.0664996844,430.8852653503418,143.548091173172,3.0016788229565177,-3.5166879474604896e-13
4,Syn_n_50000_d_2_seed_2,20,1.5,10,827592.0664996873,827592.0664996844,434.11115550994873,134.27219676971436,3.2330680956570474,-3.5166879474604896e-13
5,Syn_n_50000_d_2_seed_2,20,2.0,10,827592.0664996873,827592.0664996844,433.10602855682373,131.795490026474,3.286197642042417,-3.5166879474604896e-13
6,Syn_n_50000_d_2_seed_2,20,5.0,10,827592.0664996873,827592.0664996845,433.54774141311646,125.67612743377686,3.449722316130149,-3.37602042956207e-13
7,Syn_n_50000_d_2_seed_2,20,10.0,10,827592.0664996873,827608.9831982576,430.678019285202,129.61698246002197,3.3226974668850735,0.002044086604395889
8,Syn_n_50000_d_2_seed_2,20,20.0,10,827592.0664996873,827628.7494694139,433.1220934391022,113.13594079017639,3.8283333343413557,0.004432494125006932
9,Syn_n_50000_d_2_seed_2,20,50.0,10,827592.0664996873,827637.8883582308,432.6676733493805,93.63259434700012,4.620908737676589,0.005536768705064756
