,dataset_name,k,theta,max,SSE_b,SSE_a,Total_time_b,Total_time_a,speed_up,Gap
0,Syn_n_50000_d_2_seed_4,20,1.01,10,828915.1019788806,828915.101978878,422.44800543785095,169.52563095092773,2.49194179704977,-3.089745951157516e-13
1,Syn_n_50000_d_2_seed_4,20,1.05,10,828915.1019788806,828915.1019788773,423.15883111953735,112.04594039916992,3.7766547329783693,-3.932403937836839e-13
2,Syn_n_50000_d_2_seed_4,20,1.1,10,828915.1019788806,828915.1019788773,420.6755106449127,98.23283672332764,4.28243268419239,-3.932403937836839e-13
3,Syn_n_50000_d_2_seed_4,20,1.2,10,828915.1019788806,828915.1019788773,427.4017770290375,86.51114773750305,4.940424306077683,-3.932403937836839e-13
4,Syn_n_50000_d_2_seed_4,20,1.5,10,828915.1019788806,828915.1019788773,424.6175093650818,77.24640202522278,5.496922811064185,-3.932403937836839e-13
5,Syn_n_50000_d_2_seed_4,20,2.0,10,828915.1019788806,828915.1019788773,425.1495244503021,70.3053879737854,6.047182679780199,-3.932403937836839e-13
6,Syn_n_50000_d_2_seed_4,20,5.0,10,828915.1019788806,828923.5409634773,423.3444516658783,62.581618309020996,6.764677282320361,0.0010180758652612379
7,Syn_n_50000_d_2_seed_4,20,10.0,10,828915.1019788806,828955.0167269846,421.92111897468567,55.57287311553955,7.592213526507523,0.004815299903303403
8,Syn_n_50000_d_2_seed_4,20,20.0,10,828915.1019788806,828986.4211300196,420.31003618240356,46.04635500907898,9.127976277373765,0.008603915041328361
9,Syn_n_50000_d_2_seed_4,20,50.0,10,828915.1019788806,828995.2337141811,418.96402740478516,37.408456802368164,11.199714268305835,0.009667061814802168
