,dataset_name,method,theta,max,SSE,Total_time
0,Syn_n_50000_d_2_seed_5,asc,1.01,5,823692.9235572336,91.38116693496704
1,Syn_n_50000_d_2_seed_5,asc,1.01,10,823692.9235572336,94.62159276008606
2,Syn_n_50000_d_2_seed_5,asc,1.01,20,823692.9235572336,92.72503018379211
3,Syn_n_50000_d_2_seed_5,asc,1.01,50,823692.9235572336,92.14817237854004
4,Syn_n_50000_d_2_seed_5,asc,1.05,5,823692.9235572377,31.924357175827026
5,Syn_n_50000_d_2_seed_5,asc,1.05,10,823692.9235572377,32.77207374572754
6,Syn_n_50000_d_2_seed_5,asc,1.05,20,823692.9235572377,33.90877032279968
7,Syn_n_50000_d_2_seed_5,asc,1.05,50,823692.9235572377,35.391610622406006
8,Syn_n_50000_d_2_seed_5,asc,1.1,5,823718.4818371647,13.921387672424316
9,Syn_n_50000_d_2_seed_5,asc,1.1,10,823697.6050337697,14.619252681732178
10,Syn_n_50000_d_2_seed_5,asc,1.1,20,823692.9235572382,15.615890264511108
11,Syn_n_50000_d_2_seed_5,asc,1.1,50,823692.9235572382,17.804797887802124
12,Syn_n_50000_d_2_seed_5,asc,1.2,5,823706.9753301333,6.697119235992432
13,Syn_n_50000_d_2_seed_5,asc,1.2,10,823702.8838677672,7.200879812240601
14,Syn_n_50000_d_2_seed_5,asc,1.2,20,823692.9235572383,8.314762830734253
15,Syn_n_50000_d_2_seed_5,asc,1.2,50,823692.9235572383,10.432566404342651
16,Syn_n_50000_d_2_seed_5,asc,1.5,5,823717.2593915103,3.395883560180664
17,Syn_n_50000_d_2_seed_5,asc,1.5,10,823702.8838677679,4.058177709579468
18,Syn_n_50000_d_2_seed_5,asc,1.5,20,823692.9235572398,4.947734832763672
19,Syn_n_50000_d_2_seed_5,asc,1.5,50,823692.9235572398,6.463224411010742
20,Syn_n_50000_d_2_seed_5,asc,2.0,5,823738.2119847543,2.4055655002593994
21,Syn_n_50000_d_2_seed_5,asc,2.0,10,823702.7347822157,3.123810291290283
22,Syn_n_50000_d_2_seed_5,asc,2.0,20,823692.9235572405,3.744983673095703
23,Syn_n_50000_d_2_seed_5,asc,2.0,50,823692.9235572405,4.943259954452515
24,Syn_n_50000_d_2_seed_5,asc,5.0,5,823738.2119847538,1.4441053867340088
25,Syn_n_50000_d_2_seed_5,asc,5.0,10,823710.7528827052,2.238046646118164
26,Syn_n_50000_d_2_seed_5,asc,5.0,20,823692.9235572395,2.5491783618927
27,Syn_n_50000_d_2_seed_5,asc,5.0,50,823692.9235572395,2.9810268878936768
28,Syn_n_50000_d_2_seed_5,asc,10.0,5,823772.1638566646,1.970724105834961
29,Syn_n_50000_d_2_seed_5,asc,10.0,10,823750.5119337924,1.8739566802978516
30,Syn_n_50000_d_2_seed_5,asc,10.0,20,823728.5719638782,1.9129149913787842
31,Syn_n_50000_d_2_seed_5,asc,10.0,50,823740.6071154892,2.2599573135375977
