dataset_name,method,k,theta,MAX,SSE,Total_time,allSSEs
Syn_n_50000_d_2_seed_8,asc,20,5,5,821204.919596543,81.3887703418732,"(823068.4698093869, 823026.4136651858, 822868.6349023357, 822732.2074734378, 822636.8635329925, 822548.4614548767, 822453.157927695, 822330.9970613972, 822235.6935342161, 822147.365627269, 822052.1642163775, 821963.4576585335, 821865.7016592536, 821770.5077451603, 821673.0430841397, 821577.7700460092, 821488.6905101286, 821393.4174719984, 821300.1589153532, 821204.9195965428)"
Syn_n_50000_d_2_seed_9,asc,20,5,5,825654.840828241,173.789513349533,"(827483.28194564, 827403.4733201341, 827271.9335505606, 827193.8248725396, 827089.1489071724, 826988.2296204362, 826897.9309361172, 826796.0130395057, 826700.6766149334, 826599.0718417646, 826496.746232887, 826409.1074746933, 826311.0909755765, 826217.8706854361, 826122.4780680153, 826033.6727639125, 825935.8789133437, 825841.4399829125, 825752.0722266295, 825654.8408282408)"
Syn_n_50000_d_2_seed_0,asc,20,5,10,822473.562202153,59.8873631954193,"(824313.2107042216, 824257.0284363973, 824114.7761229123, 824030.7285663146, 823905.2170225929, 823821.7913412428, 823709.34415283, 823625.9184714812, 823517.0836931759, 823431.7692394437, 823320.6259391475, 823236.3382128609, 823124.7530693846, 823043.367325056, 822933.9627651996, 822852.5770208711, 822744.1981423019, 822662.8123979734, 822554.503585383, 822473.5622021527)"
Syn_n_50000_d_2_seed_1,asc,20,5,10,822992.389626788,141.500152587891,"(824875.801116029, 824795.3291341065, 824626.3577451805, 824540.4891686059, 824427.2148058435, 824322.5318176268, 824226.0223336141, 824136.3044381614, 824026.44034798, 823939.1709443786, 823842.6614603659, 823743.4480065351, 823643.0794747317, 823553.4385424609, 823462.6308970334, 823367.6185343303, 823267.250002527, 823170.0776692127, 823090.054877046, 822992.3896267881)"
Syn_n_50000_d_2_seed_2,asc,20,5,10,827592.066499684,180.527722597122,"(829562.6947738976, 829454.3546117231, 829288.6495423694, 829202.280344689, 829068.6274391734, 828956.7444448492, 828862.4532857459, 828761.2131954858, 828651.7899412249, 828550.2609978367, 828455.9698387336, 828354.871119998, 828254.3472804795, 828160.0561213761, 828061.5714112794, 827966.9079953362, 827872.6168362328, 827779.3098268742, 827685.0186677708, 827592.0664996844)"
Syn_n_50000_d_2_seed_3,asc,20,5,10,822435.591984372,104.135181665421,"(824260.5187303787, 824191.5374086752, 824047.3949324419, 823935.7347681273, 823830.3780269185, 823725.9323209503, 823614.2721566376, 823514.0075350809, 823414.4725004283, 823313.4440568322, 823223.2070427265, 823125.1868157685, 823037.3610401277, 822952.1660009397, 822865.4634712302, 822774.683139342, 822689.488100154, 822603.4685582874, 822518.2735190993, 822435.5919843722)"
Syn_n_50000_d_2_seed_4,asc,20,5,10,828923.540963478,89.9829816818237,"(830826.2678053553, 830789.7441854959, 830533.759316792, 830480.5536460418, 830310.7750996249, 830245.0393876543, 830121.6963437918, 830029.8713314837, 829930.0386433868, 829829.1100193218, 829741.2879531388, 829640.7280988607, 829548.9723005148, 829449.0703984558, 829365.0396586979, 829276.3312531611, 829187.1077213609, 829101.9164012498, 829014.0718597687, 828923.5409634776)"
Syn_n_50000_d_2_seed_5,asc,20,5,10,823692.923557233,75.4055709838867,"(825574.2785655768, 825480.0672797527, 825348.2251046016, 825266.6424070138, 825144.3183650571, 825043.7142871568, 824956.6657454345, 824839.8075476123, 824744.1134659528, 824640.5565853845, 824540.2067264083, 824436.6498458401, 824344.5604787465, 824248.0937659745, 824161.8415359608, 824067.9573739343, 823975.002620568, 823872.3610926478, 823780.2717255539, 823692.9235572333)"
Syn_n_50000_d_2_seed_6,asc,20,5,10,823930.765567783,131.786837339401,"(825864.1754435081, 825788.1961943774, 825616.5346881888, 825511.8949629988, 825413.9172788326, 825286.0028985874, 825219.7953031539, 825106.7797325732, 824996.6081898629, 824888.1261181206, 824797.1085197545, 824701.2733523385, 824593.4115913287, 824495.3411310565, 824407.8475932692, 824311.0804002535, 824205.946422332, 824127.0203951397, 824021.685691529, 823930.7655677826)"
Syn_n_50000_d_2_seed_7,asc,20,5,10,825516.782557243,106.985723018646,"(827261.2201444132, 827185.0442106761, 827037.574863321, 826945.3935388544, 826832.4075217842, 826725.14262334, 826652.1386409957, 826549.1785608288, 826466.7626509919, 826375.5483196373, 826285.509467614, 826201.3676569877, 826109.5454051028, 826025.4035944765, 825935.9151639113, 825851.773353285, 825766.6902676204, 825682.4651313314, 825593.0600264289, 825516.7825572424)"
Syn_n_50000_d_2_seed_8,asc,20,5,10,821197.659419203,80.9099133014679,"(823068.4698093869, 823026.4136651858, 822868.6349023357, 822732.2074734378, 822636.8635329925, 822548.4614548767, 822453.157927695, 822330.9970613972, 822235.6935342161, 822147.365627269, 822052.1642163775, 821963.4576585335, 821865.7016592536, 821770.5077451603, 821673.0430841397, 821577.7700460092, 821488.6905101286, 821393.0603201299, 821299.7942328968, 821197.6594192027)"
Syn_n_50000_d_2_seed_9,asc,20,5,10,825649.51843048,173.679223775864,"(827483.28194564, 827403.4733201341, 827271.9335505606, 827193.8248725396, 827089.1489071724, 826988.2296204362, 826897.9309361172, 826796.0130395057, 826700.6766149334, 826599.0718417646, 826496.7462328868, 826406.0214927265, 826305.7685778162, 826217.8706854358, 826121.534170654, 826029.4156273898, 825930.5565155833, 825840.4960855512, 825747.7126064958, 825649.5184304804)"
Syn_n_50000_d_2_seed_0,asc,20,5,20,822470.770706042,60.7162091732025,"(824313.2107042216, 824257.0284363973, 824114.7761229123, 824030.7285663146, 823905.2170225929, 823821.7913412428, 823709.34415283, 823625.9184714812, 823513.325310256, 823431.7692394437, 823317.452440493, 823236.0666961645, 823124.7530693846, 823043.367325056, 822933.9627651997, 822851.2819412812, 822744.1981423019, 822659.9357550857, 822554.5035853833, 822470.770706042)"
Syn_n_50000_d_2_seed_1,asc,20,5,20,822992.389626788,141.745918273926,"(824875.801116029, 824795.3291341065, 824626.3577451805, 824540.4891686059, 824427.2148058435, 824322.5318176268, 824226.0223336141, 824136.3044381614, 824026.44034798, 823939.1709443786, 823842.6614603659, 823743.4480065351, 823643.0794747317, 823553.4385424607, 823462.6308970334, 823367.6185343304, 823267.2500025271, 823170.0776692125, 823081.974112193, 822992.3896267881)"
Syn_n_50000_d_2_seed_2,asc,20,5,20,827592.066499684,185.591875553131,"(829562.6947738976, 829454.3546117231, 829288.6495423694, 829202.280344689, 829068.6274391734, 828956.7444448492, 828862.4532857458, 828761.2131954858, 828651.7899412249, 828550.2609978367, 828455.9698387334, 828354.871119998, 828254.3472804795, 828160.0561213761, 828061.5714112794, 827966.9079953361, 827872.6168362328, 827779.3098268742, 827685.0186677708, 827592.0664996844)"
Syn_n_50000_d_2_seed_3,asc,20,5,20,822434.672190684,100.645432949066,"(824260.5187303787, 824191.5374086752, 824047.3949324419, 823935.7347681273, 823830.3780269185, 823725.9323209503, 823614.2721566376, 823512.8446551736, 823414.4725004297, 823313.4440568339, 823223.2070427283, 823124.023935863, 823036.4412464397, 822952.1660009414, 822864.3005913247, 822773.763345654, 822689.4881001558, 822602.5487645996, 822518.273519101, 822434.6721906845)"
Syn_n_50000_d_2_seed_4,asc,20,5,20,828922.672551682,89.0449621677399,"(830826.2678053553, 830789.7441854959, 830533.759316792, 830480.5536460418, 830310.7750996249, 830245.0393876543, 830121.6963437918, 830029.8713314837, 829922.7961361674, 829828.9384428973, 829733.717380335, 829639.8596870648, 829542.05967993, 829448.2019866599, 829364.1020329394, 829275.4628413651, 829186.2393095649, 829101.0479894539, 829013.2034479728, 828922.6725516816)"
Syn_n_50000_d_2_seed_5,asc,20,5,20,823692.923557233,75.5744845867157,"(825574.2785655768, 825480.0672797527, 825348.2251046016, 825266.6424070138, 825144.3183650571, 825043.7142871568, 824956.6657454345, 824839.8075476123, 824744.1134659528, 824640.5565853845, 824540.2067264083, 824436.6498458401, 824344.5604787465, 824248.0937659745, 824161.8415359608, 824067.9573739343, 823975.002620568, 823872.3610926478, 823780.2717255539, 823692.9235572333)"
Syn_n_50000_d_2_seed_6,asc,20,5,20,823930.572353806,131.26128077507,"(825864.1754435081, 825788.1961943774, 825616.5346881888, 825511.8949629988, 825413.8215394765, 825286.0028985874, 825219.7953031539, 825106.7797325732, 824996.6081898629, 824888.1261181206, 824797.1085197545, 824701.2733523385, 824593.3158519727, 824495.3411310565, 824407.7518539131, 824303.9211432482, 824205.946422332, 824126.4490922008, 824021.685691529, 823930.5723538056)"
Syn_n_50000_d_2_seed_7,asc,20,5,20,825515.550504678,106.365292787552,"(827261.2201444132, 827185.0442106761, 827037.574863321, 826945.3935388544, 826832.4075217842, 826725.14262334, 826652.1386409957, 826549.1785608288, 826466.7626509928, 826375.5483196373, 826285.5094676142, 826201.367656988, 826109.545405103, 826025.4035944768, 825935.9151639115, 825851.7733532853, 825766.6902676206, 825682.4651313312, 825593.0600264291, 825515.5505046783)"
Syn_n_50000_d_2_seed_8,asc,20,5,20,821197.659419202,80.4328420162201,"(823068.4698093869, 823026.4136651858, 822868.6349023357, 822732.2074734378, 822636.8635329925, 822548.4614548767, 822453.157927695, 822330.9970613972, 822235.6935342161, 822147.365627269, 822052.1642163775, 821963.4576585335, 821865.7016592536, 821770.5077451603, 821673.0430841397, 821577.7700460092, 821488.6905101286, 821393.0603201299, 821299.7942328968, 821197.6594192022)"
Syn_n_50000_d_2_seed_9,asc,20,5,20,825653.370964338,174.469390630722,"(827483.28194564, 827403.4733201341, 827271.9335505606, 827193.8248725396, 827078.7035376986, 826987.497631267, 826885.4271740383, 826791.6706994771, 826684.8970401771, 826584.6441252669, 826495.1853344697, 826398.9888679569, 826308.2911748406, 826209.4320630342, 826119.9732722368, 826023.776805724, 825928.3939779314, 825839.0262216483, 825742.7387206212, 825653.3709643382)"
Syn_n_50000_d_2_seed_0,asc,20,5,50,822478.488781832,61.901775598526,"(824313.2107042216, 824257.0284363973, 824114.7761229123, 824030.7285663149, 823905.2170225929, 823821.7913412432, 823712.9565629389, 823627.6421092054, 823513.3253102559, 823431.9395659264, 823320.6259391475, 823239.240194818, 823129.8356349625, 823047.1548110432, 822940.0710120648, 822855.8086248473, 822750.3764551462, 822666.6435758036, 822561.2114061023, 822478.4887818324)"
Syn_n_50000_d_2_seed_1,asc,20,5,50,822992.389626788,142.118561506271,"(824875.801116029, 824795.3291341065, 824626.3577451805, 824540.4891686059, 824427.2148058439, 824322.5318176268, 824226.0223336141, 824136.3044381614, 824026.44034798, 823939.1709443785, 823842.6614603659, 823743.448006535, 823643.0794747317, 823553.4385424607, 823462.6308970334, 823367.6185343302, 823267.2500025269, 823170.0776692125, 823081.974112193, 822992.3896267881)"
Syn_n_50000_d_2_seed_2,asc,20,5,50,827592.066499684,202.729096651077,"(829562.6947738976, 829454.3546117231, 829288.6495423694, 829202.280344689, 829068.6274391734, 828956.7444448492, 828862.4532857458, 828761.2131954858, 828651.7899412249, 828550.2609978367, 828455.9698387334, 828354.871119998, 828254.3472804795, 828160.0561213761, 828061.5714112794, 827966.9079953361, 827872.6168362328, 827779.3098268742, 827685.0186677708, 827592.0664996844)"
Syn_n_50000_d_2_seed_3,asc,20,5,50,822434.672190684,105.408808469772,"(824260.5187303787, 824191.5374086752, 824047.3949324419, 823935.7347681273, 823830.3780269183, 823725.9323209501, 823614.2721566404, 823512.8446551762, 823414.4725004297, 823313.4440568329, 823223.2070427283, 823124.023935863, 823036.4412464397, 822952.1660009414, 822864.3005913247, 822773.763345654, 822689.4881001558, 822602.5487645996, 822518.273519101, 822434.6721906842)"
Syn_n_50000_d_2_seed_4,asc,20,5,50,828915.101978878,91.2941386699677,"(830826.2678053553, 830789.7441854959, 830533.759316792, 830480.5536460418, 830310.7750996249, 830245.0393876543, 830121.6963437918, 830029.8713314837, 829922.7961361674, 829821.3678700934, 829733.717380335, 829632.289114261, 829540.4641019524, 829440.631413856, 829356.5314601355, 829267.8922685612, 829178.6687367611, 829093.4774166499, 829005.6328751688, 828915.1019788777)"
Syn_n_50000_d_2_seed_5,asc,20,5,50,823692.923557233,75.7632718086243,"(825574.2785655768, 825480.0672797527, 825348.2251046016, 825266.6424070138, 825144.3183650571, 825043.7142871568, 824956.6657454345, 824839.8075476123, 824744.1134659527, 824640.5565853845, 824540.2067264082, 824436.6498458401, 824344.5604787465, 824248.0937659745, 824161.8415359608, 824067.9573739343, 823975.002620568, 823872.3610926477, 823780.2717255539, 823692.9235572332)"
Syn_n_50000_d_2_seed_6,asc,20,5,50,823930.572353806,130.449730634689,"(825864.1754435081, 825788.1961943774, 825616.5346881888, 825511.8949629988, 825413.8215394765, 825286.0028985874, 825219.6995637978, 825106.7797325732, 824996.6081898629, 824888.1261181206, 824797.0127803984, 824701.2733523385, 824593.3158519727, 824495.3411310565, 824407.7518539131, 824303.9211432482, 824205.946422332, 824118.3571451886, 824021.685691529, 823930.5723538056)"
Syn_n_50000_d_2_seed_7,asc,20,5,50,825528.999796383,107.000257968903,"(827261.2201444132, 827185.0442106761, 827037.574863321, 826945.3935388544, 826832.4075217842, 826725.14262334, 826652.1386409957, 826549.1785608288, 826478.5083998044, 826375.5483196373, 826304.9348366507, 826219.0587382104, 826131.3045954593, 826045.4851750568, 825961.3433644306, 825871.8549338654, 825787.7131232391, 825702.6300375744, 825618.4049012852, 825528.999796383)"
Syn_n_50000_d_2_seed_8,asc,20,5,50,821208.017791284,81.0082211494446,"(823068.4698093869, 823026.4136651858, 822868.6349023357, 822732.2074734378, 822636.8635329925, 822548.4614548767, 822453.157927695, 822330.9970613972, 822235.6935342161, 822147.365627269, 822052.1642163775, 821963.4576585335, 821865.7016592536, 821770.5077451603, 821673.0430841397, 821577.7700460092, 821482.7646751867, 821393.4174719984, 821302.2588959525, 821208.0177912838)"
Syn_n_50000_d_2_seed_9,asc,20,5,50,825653.370964338,172.46116065979,"(827483.28194564, 827403.4733201341, 827271.9335505606, 827193.8248725396, 827078.7035376986, 826987.497631267, 826885.4271740383, 826791.6706994771, 826684.8970401771, 826584.6441252669, 826495.1853344697, 826398.9888679569, 826308.2911748406, 826209.4320630342, 826119.9732722368, 826023.776805724, 825928.3939779314, 825839.0262216483, 825742.7387206212, 825653.3709643382)"
Syn_n_50000_d_2_seed_0,asc,20,10,5,822480.391540017,54.1287627220154,"(824313.2107042216, 824257.0284363973, 824114.7761229123, 824030.7285663146, 823905.2170225929, 823821.7913412428, 823712.956562945, 823627.6421092054, 823520.7067190718, 823432.2110826225, 823320.6259391486, 823239.240194818, 823129.8356349637, 823048.4498906331, 822940.071012066, 822858.6852677354, 822750.3764551459, 822669.5202186916, 822561.211406102, 822480.3915400166)"
Syn_n_50000_d_2_seed_1,asc,20,10,5,822995.091233235,138.344240427017,"(824875.801116029, 824795.3291341065, 824626.3577451805, 824540.4891686059, 824427.2148058439, 824322.5318176268, 824226.0223336141, 824131.5144447318, 824026.4403479805, 823941.0733166313, 823837.3974583892, 823752.7283061855, 823640.5335826158, 823555.9994160723, 823466.784146669, 823374.5384783755, 823286.3577714781, 823177.2189038759, 823090.0548770466, 822995.0912332354)"
Syn_n_50000_d_2_seed_2,asc,20,10,5,827610.694446114,187.014461278915,"(829562.6947738976, 829454.3546117231, 829288.6495423694, 829202.280344689, 829068.6274391734, 828956.7444448492, 828862.4532857459, 828761.2131954858, 828651.789941225, 828557.4987821216, 828455.9698387336, 828364.3506560823, 828254.3472804796, 828171.7027307996, 828061.5714112795, 827984.1045623375, 827874.3280840896, 827796.8612351476, 827685.0186677711, 827610.6944461139)"
Syn_n_50000_d_2_seed_3,asc,20,10,5,822450.566490038,98.7044789791107,"(824260.5187303787, 824191.5374086752, 824047.3949324419, 823935.7347681273, 823830.3780269185, 823727.1953097186, 823614.2721566379, 823522.3096273558, 823414.871558297, 823322.8554976813, 823232.6184835755, 823133.4353767105, 823045.6096010695, 822961.334355571, 822873.2219265087, 822788.9466810102, 822702.0073454538, 822617.7320999556, 822534.1307715389, 822450.5664900376)"
Syn_n_50000_d_2_seed_4,asc,20,10,5,828968.867257962,72.4589614868164,"(830826.2678053553, 830789.7441854959, 830533.759316792, 830480.5536460418, 830310.7750996249, 830245.0393876543, 830121.6963437918, 830029.8713314838, 829930.0386433868, 829846.8313880076, 829751.6437597077, 829667.5438059878, 829578.3262578961, 829489.6670231647, 829404.5092084097, 829316.0668645038, 829225.5359682126, 829142.0254223188, 829052.9672116808, 828968.8672579618)"
Syn_n_50000_d_2_seed_5,asc,20,10,5,823744.238646479,78.1787679195404,"(825574.2785655768, 825480.0672797527, 825348.2251046016, 825270.6760565778, 825144.3183650571, 825063.1809665648, 824956.6657454345, 824867.8679141761, 824752.75900589, 824662.6181114642, 824548.467218292, 824468.5739662031, 824344.5604787475, 824288.9759370442, 824161.8415359603, 824099.8814942973, 823982.4040005456, 823916.279928045, 823801.2548138573, 823744.2386464787)"
Syn_n_50000_d_2_seed_6,asc,20,10,5,823930.76556778,122.231896400452,"(825864.1754435081, 825788.1961943774, 825616.5346881888, 825511.8949629989, 825420.9504333392, 825286.0028985874, 825226.8284576593, 825106.7797325731, 824996.6081898629, 824888.1261181206, 824797.1085197544, 824681.3821616666, 824615.174566233, 824495.341131054, 824391.9874529422, 824314.7976528842, 824205.9464223296, 824116.8065983928, 824026.7336432707, 823930.7655677801)"
Syn_n_50000_d_2_seed_7,asc,20,10,5,825515.891942173,117.235000371933,"(827261.2201444132, 827185.0442106761, 827037.574863321, 826945.3935388544, 826834.8658620028, 826725.1426233428, 826652.1386409957, 826544.9591292087, 826473.6733765348, 826370.5672762973, 826298.6382719547, 826201.3676569882, 826130.0819043143, 826025.403594477, 825957.8469604342, 825851.7733532854, 825788.5387384805, 825682.4651313317, 825621.9655493218, 825515.891942173)"
Syn_n_50000_d_2_seed_8,asc,20,10,5,821219.423086253,69.1791927814484,"(823068.4698093869, 823026.4136651858, 822868.6349023359, 822732.2074734385, 822636.8635329925, 822548.4614548788, 822453.157927695, 822330.9970613997, 822235.6935342164, 822156.954005802, 822061.1025601812, 821963.4576585337, 821865.7016592522, 821771.0956151863, 821673.0430841383, 821592.0919218527, 821490.5303540067, 821413.3453102671, 821300.5582421075, 821219.4230862528)"
Syn_n_50000_d_2_seed_9,asc,20,10,5,825655.784725602,191.829464912415,"(827483.28194564, 827403.4733201341, 827271.9335505606, 827193.8248725396, 827089.1489071724, 826988.2296204361, 826897.9309361172, 826797.6780212072, 826700.6766149334, 826599.0718417646, 826496.746232887, 826409.1074746931, 826311.0909755768, 826217.8706854361, 826122.9744807421, 826034.3868543074, 825936.8228107048, 825842.7762666828, 825752.1751179367, 825655.7847256019)"
Syn_n_50000_d_2_seed_0,asc,20,10,10,822480.391540017,54.8427591323853,"(824313.2107042216, 824257.0284363973, 824114.7761229123, 824030.7285663146, 823905.2170225929, 823821.7913412428, 823712.956562945, 823627.6421092054, 823520.7067190718, 823432.2110826225, 823320.6259391486, 823239.240194818, 823129.8356349637, 823048.4498906331, 822940.071012066, 822858.6852677354, 822750.3764551459, 822669.5202186916, 822561.211406102, 822480.3915400166)"
Syn_n_50000_d_2_seed_1,asc,20,10,10,822995.091233235,147.206500768662,"(824875.801116029, 824795.3291341065, 824626.3577451805, 824540.4891686059, 824427.2148058439, 824322.5318176268, 824226.0223336141, 824131.5144447318, 824026.4403479805, 823934.6505689584, 823837.3974583892, 823750.3976727972, 823640.5335826158, 823555.9994160723, 823466.784146669, 823368.0177995667, 823273.293383313, 823177.2189038752, 823090.0548770459, 822995.0912332347)"
Syn_n_50000_d_2_seed_2,asc,20,10,10,827608.983198258,191.167128324509,"(829562.6947738976, 829454.3546117231, 829288.6495423694, 829202.280344689, 829068.6274391734, 828956.7444448492, 828862.4532857459, 828761.2131954858, 828651.789941225, 828557.4987821216, 828455.9698387336, 828364.3506560823, 828254.3472804796, 828171.7027307996, 828061.5714112795, 827984.1045623375, 827872.6168362334, 827796.8612351476, 827685.0186677712, 827608.9831982576)"
Syn_n_50000_d_2_seed_3,asc,20,10,10,822443.856514475,100.522618532181,"(824260.5187303787, 824191.5374086752, 824047.3949324419, 823935.7347681273, 823830.3780269185, 823727.1953097186, 823614.2721566379, 823514.0075350809, 823416.0344382047, 823328.2086625637, 823221.9404459037, 823122.7573390384, 823034.9315633974, 822950.3518729995, 822863.0339945001, 822772.2536626117, 822696.8153479116, 822601.0390815571, 822525.1468528046, 822443.8565144753)"
Syn_n_50000_d_2_seed_4,asc,20,10,10,828955.016726985,78.9864139556885,"(830826.2678053553, 830789.7441854959, 830533.759316792, 830480.5536460418, 830310.7750996249, 830245.0393876543, 830121.6963437918, 830029.8713314838, 829936.0790647906, 829850.583749464, 829756.7914827709, 829674.6116758017, 829579.7224014325, 829487.9666030863, 829394.1051224312, 829312.0764133506, 829217.276120377, 829132.6377334422, 829044.1028692027, 828955.0167269846)"
Syn_n_50000_d_2_seed_5,asc,20,10,10,823734.134898797,87.4142785072327,"(825574.2785655768, 825480.0672797527, 825348.2251046016, 825270.6760565778, 825144.3183650571, 825043.7142871564, 824969.0162871464, 824839.8075476119, 824775.4145121014, 824662.6181114642, 824570.5287443716, 824468.5739662031, 824376.4845991104, 824293.9256395585, 824193.7656563234, 824098.3293582717, 824006.9267409309, 823904.2852130105, 823837.2737772339, 823734.1348987967)"
Syn_n_50000_d_2_seed_6,asc,20,10,10,823938.667333576,128.937514066696,"(825864.1754435081, 825788.1961943774, 825616.5346881888, 825511.8949629989, 825420.9504333392, 825286.0028985876, 825226.8284576593, 825106.7797325732, 825005.7412357267, 824888.1261181206, 824797.1085197544, 824701.2733523389, 824593.4115913288, 824495.3411310567, 824407.8475932691, 824311.0804002535, 824224.437770695, 824131.7113513706, 824033.8323698075, 823938.6673335764)"
Syn_n_50000_d_2_seed_7,asc,20,10,10,825515.891942173,112.650324821472,"(827261.2201444132, 827185.0442106761, 827037.574863321, 826945.3935388544, 826834.8658620028, 826734.6555324569, 826652.1386409957, 826554.5292730813, 826466.7626509928, 826378.3859400519, 826290.7985884823, 826201.3676569882, 826117.1683472908, 826025.403594477, 825947.943451, 825851.7733532854, 825785.3271443077, 825682.4651313324, 825616.018922354, 825515.891942173)"
Syn_n_50000_d_2_seed_8,asc,20,10,10,821219.423086253,67.8531520366669,"(823068.4698093869, 823026.4136651858, 822868.6349023359, 822732.2074734385, 822636.8635329925, 822548.4614548788, 822453.157927695, 822330.9970613997, 822235.6935342164, 822156.954005802, 822061.1025601812, 821963.4576585337, 821865.7016592522, 821771.0956151863, 821673.0430841383, 821592.0919218527, 821490.5303540067, 821413.3453102673, 821300.5582421075, 821219.4230862528)"
Syn_n_50000_d_2_seed_9,asc,20,10,10,825656.382731935,185.180853128433,"(827483.28194564, 827403.4733201341, 827271.9335505606, 827193.8248725396, 827089.1489071724, 826988.2296204361, 826897.9309361172, 826797.6780212072, 826700.6766149334, 826599.0718417645, 826496.7462328868, 826409.1074746931, 826311.0909755765, 826217.8706854358, 826122.2362033048, 826033.442956946, 825936.5809459947, 825842.0379892454, 825751.4368404994, 825656.3827319352)"
Syn_n_50000_d_2_seed_0,asc,20,10,20,822480.391540018,55.2634265422821,"(824313.2107042216, 824257.0284363973, 824114.7761229123, 824030.7285663146, 823905.2170225929, 823821.7913412428, 823712.956562945, 823627.6421092054, 823513.3253102571, 823431.9395659266, 823320.6259391486, 823236.8493679626, 823129.8356349638, 823045.5031817671, 822940.0710120661, 822855.8086248473, 822750.3764551462, 822666.6435758041, 822561.2114061029, 822480.3915400174)"
Syn_n_50000_d_2_seed_1,asc,20,10,20,822995.091233235,134.140589952469,"(824875.801116029, 824795.3291341065, 824626.3577451805, 824540.4891686059, 824427.2148058439, 824322.5318176268, 824226.0223336141, 824136.3044381619, 824026.4403479805, 823939.1709443785, 823856.433583684, 823743.4480065354, 823650.6108757758, 823566.0767092323, 823465.3349854412, 823367.6185343307, 823286.3577714774, 823177.2189038752, 823081.9741121929, 822995.0912332347)"
Syn_n_50000_d_2_seed_2,asc,20,10,20,827608.983198258,265.505613327026,"(829562.6947738976, 829454.3546117231, 829288.6495423694, 829202.280344689, 829068.6274391734, 828956.7444448492, 828862.4532857458, 828761.2131954858, 828662.1439921606, 828565.8233176479, 828455.9698387334, 828364.3506560822, 828260.5799608956, 828171.7027307996, 828074.7752196055, 827984.1045623375, 827872.6168362334, 827796.8612351476, 827685.0186677712, 827608.9831982576)"
Syn_n_50000_d_2_seed_3,asc,20,10,20,822434.672190684,98.0392901897431,"(824260.5187303787, 824191.5374086752, 824047.3949324419, 823935.7347681273, 823830.3780269185, 823727.1953097186, 823614.2721566379, 823512.8446551738, 823414.8715582979, 823313.4440568341, 823223.2070427283, 823124.023935863, 823036.4412464397, 822952.1660009413, 822864.3005913248, 822773.763345654, 822689.4881001556, 822602.5487645994, 822518.2735191007, 822434.6721906842)"
Syn_n_50000_d_2_seed_4,asc,20,10,20,828971.104447531,73.3696045875549,"(830826.2678053553, 830789.7441854959, 830533.759316792, 830480.5536460418, 830310.7750996249, 830245.0393876543, 830121.6963437918, 830029.8713314837, 829936.0790647906, 829850.583749464, 829756.7914827709, 829674.6116758017, 829579.9624807166, 829495.324093782, 829406.4597730528, 829317.7030873243, 829227.1721910331, 829145.3076436826, 829054.7767473914, 828971.1044475314)"
Syn_n_50000_d_2_seed_5,asc,20,10,20,823730.866170817,83.4244132041931,"(825574.2785655768, 825480.0672797527, 825348.2251046016, 825270.6760565778, 825144.3183650571, 825043.7142871564, 824969.0162871464, 824839.8075476119, 824766.1749920323, 824662.6181114642, 824566.608964403, 824463.0520838348, 824370.9627167421, 824279.6896197407, 824188.2437739555, 824094.359611929, 824002.2702448353, 823906.0090899543, 823813.9197228606, 823730.8661708168)"
Syn_n_50000_d_2_seed_6,asc,20,10,20,823934.947322615,127.295011043549,"(825864.1754435081, 825788.1961943774, 825616.5346881888, 825511.8949629989, 825420.9504333392, 825286.0028985876, 825226.8284576593, 825106.7797325732, 825005.6454963707, 824888.1261181209, 824797.1085197544, 824701.2733523389, 824593.3158519728, 824495.3411310567, 824407.7518539131, 824311.0804002535, 824224.3420313388, 824118.3571451886, 824033.7366304515, 823934.9473226145)"
Syn_n_50000_d_2_seed_7,asc,20,10,20,825515.550504679,109.679795503616,"(827261.2201444132, 827185.0442106761, 827037.574863321, 826945.3935388544, 826834.8658620028, 826760.800238176, 826652.1386409957, 826583.0520539677, 826474.6023344651, 826378.3859400519, 826298.6382719539, 826201.3676569882, 826123.9075135106, 826025.4035944777, 825947.943451, 825851.7733532861, 825778.6352290463, 825682.4651313324, 825612.062039889, 825515.5505046794)"
Syn_n_50000_d_2_seed_8,asc,20,10,20,821227.251681382,63.437935590744,"(823068.4698093869, 823026.4136651858, 822868.6349023359, 822732.2074734378, 822636.8635329925, 822548.4614548788, 822453.157927695, 822360.2450766193, 822265.0511625258, 822167.5865015055, 822072.3134633747, 821983.7656632478, 821887.3838541778, 821795.9014335526, 821692.2028365675, 821616.9080986474, 821508.3819983096, 821438.0333976217, 821320.5177686147, 821227.2516813816)"
Syn_n_50000_d_2_seed_9,asc,20,10,20,825656.382731935,185.23751616478,"(827483.28194564, 827403.4733201341, 827271.9335505606, 827193.8248725396, 827089.1489071724, 826988.2296204361, 826897.9309361172, 826797.6780212072, 826700.6766149334, 826599.0718417646, 826496.7462328868, 826409.107474693, 826311.0909755765, 826217.8706854358, 826122.2362033047, 826033.442956946, 825936.5809459946, 825842.0379892454, 825751.4368404993, 825656.3827319351)"
