,dataset_name,method,theta,max,SSE,Total_time
0,Syn_n_50000_d_2_seed_3,asc,1.01,5,822436.4410876664,95.41403031349182
1,Syn_n_50000_d_2_seed_3,asc,1.01,10,822440.4863092026,95.64728355407715
2,Syn_n_50000_d_2_seed_3,asc,1.01,20,822435.0897294102,98.35580658912659
3,Syn_n_50000_d_2_seed_3,asc,1.01,50,822431.6283125542,97.88640761375427
4,Syn_n_50000_d_2_seed_3,asc,1.05,5,822436.0467679146,21.434407472610474
5,Syn_n_50000_d_2_seed_3,asc,1.05,10,822438.0568324713,23.369505882263184
6,Syn_n_50000_d_2_seed_3,asc,1.05,20,822435.0897294114,26.76484179496765
7,Syn_n_50000_d_2_seed_3,asc,1.05,50,822431.6283125555,28.121729135513306
8,Syn_n_50000_d_2_seed_3,asc,1.1,5,822455.1609691456,12.078382968902588
9,Syn_n_50000_d_2_seed_3,asc,1.1,10,822438.0568324714,13.023133754730225
10,Syn_n_50000_d_2_seed_3,asc,1.1,20,822435.0897294114,14.83834958076477
11,Syn_n_50000_d_2_seed_3,asc,1.1,50,822431.6283125557,15.796808004379272
12,Syn_n_50000_d_2_seed_3,asc,1.2,5,822455.1609691456,5.121275424957275
13,Syn_n_50000_d_2_seed_3,asc,1.2,10,822431.6283125568,7.157080173492432
14,Syn_n_50000_d_2_seed_3,asc,1.2,20,822435.0897294114,9.254252910614014
15,Syn_n_50000_d_2_seed_3,asc,1.2,50,822431.6283125557,10.260056734085083
16,Syn_n_50000_d_2_seed_3,asc,1.5,5,822455.0483160268,2.66786527633667
17,Syn_n_50000_d_2_seed_3,asc,1.5,10,822435.0897294111,4.430148363113403
18,Syn_n_50000_d_2_seed_3,asc,1.5,20,822435.0897294111,5.5660834312438965
19,Syn_n_50000_d_2_seed_3,asc,1.5,50,822431.6283125557,6.856694221496582
20,Syn_n_50000_d_2_seed_3,asc,2.0,5,822455.0483160267,1.9008796215057373
21,Syn_n_50000_d_2_seed_3,asc,2.0,10,822435.0897294116,3.0398361682891846
22,Syn_n_50000_d_2_seed_3,asc,2.0,20,822435.0897294126,3.98138689994812
23,Syn_n_50000_d_2_seed_3,asc,2.0,50,822431.6283125557,4.850029230117798
24,Syn_n_50000_d_2_seed_3,asc,5.0,5,822461.5497485219,1.5847618579864502
25,Syn_n_50000_d_2_seed_3,asc,5.0,10,822432.8580627445,2.116339921951294
26,Syn_n_50000_d_2_seed_3,asc,5.0,20,822432.8580627457,2.482360601425171
27,Syn_n_50000_d_2_seed_3,asc,5.0,50,822434.672190685,2.827469825744629
28,Syn_n_50000_d_2_seed_3,asc,10.0,5,822476.1999150247,1.2855615615844727
29,Syn_n_50000_d_2_seed_3,asc,10.0,10,822431.8166342848,1.7144179344177246
30,Syn_n_50000_d_2_seed_3,asc,10.0,20,822432.8580627444,1.9547715187072754
31,Syn_n_50000_d_2_seed_3,asc,10.0,50,822434.6721906856,2.372653007507324
