,dataset_name,method,theta,max,SSE,Total_time
292,Syn_n_50000_d_2_seed_9,asc,1.05,5.0,825664.394772041,14.250411748886108
293,Syn_n_50000_d_2_seed_9,asc,1.05,10.0,825651.0603341833,17.349150896072388
294,Syn_n_50000_d_2_seed_9,asc,1.05,20.0,825649.5184304888,19.969012022018433
295,Syn_n_50000_d_2_seed_9,asc,1.05,50.0,825649.5184304888,22.639461278915405
296,Syn_n_50000_d_2_seed_9,asc,1.1,5.0,825664.394772041,7.394262790679932
297,Syn_n_50000_d_2_seed_9,asc,1.1,10.0,825651.0603341835,9.501617908477783
298,Syn_n_50000_d_2_seed_9,asc,1.1,20.0,825649.518430489,12.05475664138794
299,Syn_n_50000_d_2_seed_9,asc,1.1,50.0,825649.518430489,13.486228942871094
300,Syn_n_50000_d_2_seed_9,asc,1.2,5.0,825671.7995972274,3.7240395545959473
301,Syn_n_50000_d_2_seed_9,asc,1.2,10.0,825654.4614589789,5.34154486656189
302,Syn_n_50000_d_2_seed_9,asc,1.2,20.0,825649.5184304895,7.419391632080078
303,Syn_n_50000_d_2_seed_9,asc,1.2,50.0,825649.5184304893,8.835009336471558
304,Syn_n_50000_d_2_seed_9,asc,1.5,5.0,825685.2156023073,1.9715149402618408
305,Syn_n_50000_d_2_seed_9,asc,1.5,10.0,825655.3104139467,3.0478479862213135
306,Syn_n_50000_d_2_seed_9,asc,1.5,20.0,825649.5184304893,4.2070629596710205
307,Syn_n_50000_d_2_seed_9,asc,1.5,50.0,825649.5184304893,5.563005685806274
308,Syn_n_50000_d_2_seed_9,asc,2.0,5.0,825672.9588000859,1.2266979217529297
309,Syn_n_50000_d_2_seed_9,asc,2.0,10.0,825655.3104139465,2.26597261428833
310,Syn_n_50000_d_2_seed_9,asc,2.0,20.0,825649.5184304896,3.515597105026245
311,Syn_n_50000_d_2_seed_9,asc,2.0,50.0,825649.5184304896,4.1482813358306885
312,Syn_n_50000_d_2_seed_9,asc,5.0,5.0,825680.1083208346,0.9970667362213135
313,Syn_n_50000_d_2_seed_9,asc,5.0,10.0,825659.5927440329,1.5428736209869385
314,Syn_n_50000_d_2_seed_9,asc,5.0,20.0,825649.5184304884,2.0186002254486084
315,Syn_n_50000_d_2_seed_9,asc,5.0,50.0,825653.3709643456,2.468397855758667
316,Syn_n_50000_d_2_seed_9,asc,10.0,5.0,825723.5728710634,0.950458288192749
317,Syn_n_50000_d_2_seed_9,asc,10.0,10.0,825659.5927440289,1.3214921951293945
318,Syn_n_50000_d_2_seed_9,asc,10.0,20.0,825658.3830034665,1.535902500152588
319,Syn_n_50000_d_2_seed_9,asc,10.0,50.0,825658.3830034663,1.8999176025390625
