,dataset_name,method,k,theta,max,SSE,Total_time,allSSEs
0,Syn_n_50000_d_2_seed_1,asc,20,1.01,5,822968.0658165761,309.9866967201233,"(824875.801116029, 824795.3291341065, 824626.3577451805, 824540.4891686059, 824427.2148058435, 824322.5318176268, 824226.0223336141, 824119.2519314445, 824026.4403479792, 823918.059459215, 823825.1349451018, 823731.4147665247, 823623.942472872, 823530.222294295, 823440.9764957424, 823340.9501314269, 823240.5815996235, 823146.8614210467, 823057.6156224941, 822968.0658165761)"
1,Syn_n_50000_d_2_seed_1,asc,20,1.01,10,822968.0658165761,309.56602334976196,"(824875.801116029, 824795.3291341065, 824626.3577451805, 824540.4891686059, 824427.2148058435, 824322.5318176268, 824226.0223336141, 824119.2519314445, 824026.4403479792, 823918.059459215, 823825.1349451018, 823731.4147665247, 823623.942472872, 823530.222294295, 823440.9764957424, 823340.9501314269, 823240.5815996235, 823146.8614210467, 823057.6156224941, 822968.0658165761)"
2,Syn_n_50000_d_2_seed_1,asc,20,1.01,20,822968.0658165761,309.8747367858887,"(824875.801116029, 824795.3291341065, 824626.3577451805, 824540.4891686059, 824427.2148058435, 824322.5318176268, 824226.0223336141, 824119.2519314445, 824026.4403479792, 823918.059459215, 823825.1349451018, 823731.4147665247, 823623.942472872, 823530.222294295, 823440.9764957424, 823340.9501314269, 823240.5815996235, 823146.8614210467, 823057.6156224941, 822968.0658165761)"
3,Syn_n_50000_d_2_seed_1,asc,20,1.01,50,822968.0658165761,310.5855665206909,"(824875.801116029, 824795.3291341065, 824626.3577451805, 824540.4891686059, 824427.2148058435, 824322.5318176268, 824226.0223336141, 824119.2519314445, 824026.4403479792, 823918.059459215, 823825.1349451018, 823731.4147665247, 823623.942472872, 823530.222294295, 823440.9764957424, 823340.9501314269, 823240.5815996235, 823146.8614210467, 823057.6156224941, 822968.0658165761)"
4,Syn_n_50000_d_2_seed_1,asc,20,1.05,5,822968.0658165761,251.7962350845337,"(824875.801116029, 824795.3291341065, 824626.3577451805, 824540.4891686059, 824427.2148058435, 824322.5318176268, 824226.0223336141, 824119.2519314445, 824026.4403479792, 823918.059459215, 823825.1349451018, 823731.4147665247, 823623.942472872, 823530.222294295, 823440.9764957424, 823340.9501314269, 823240.5815996235, 823146.8614210467, 823057.6156224941, 822968.0658165761)"
5,Syn_n_50000_d_2_seed_1,asc,20,1.05,10,822968.0658165761,251.83704471588135,"(824875.801116029, 824795.3291341065, 824626.3577451805, 824540.4891686059, 824427.2148058435, 824322.5318176268, 824226.0223336141, 824119.2519314445, 824026.4403479792, 823918.059459215, 823825.1349451018, 823731.4147665247, 823623.942472872, 823530.222294295, 823440.9764957424, 823340.9501314269, 823240.5815996235, 823146.8614210467, 823057.6156224941, 822968.0658165761)"
6,Syn_n_50000_d_2_seed_1,asc,20,1.05,20,822968.0658165761,252.38354301452637,"(824875.801116029, 824795.3291341065, 824626.3577451805, 824540.4891686059, 824427.2148058435, 824322.5318176268, 824226.0223336141, 824119.2519314445, 824026.4403479792, 823918.059459215, 823825.1349451018, 823731.4147665247, 823623.942472872, 823530.222294295, 823440.9764957424, 823340.9501314269, 823240.5815996235, 823146.8614210467, 823057.6156224941, 822968.0658165761)"
7,Syn_n_50000_d_2_seed_1,asc,20,1.05,50,822968.0658165761,252.9870297908783,"(824875.801116029, 824795.3291341065, 824626.3577451805, 824540.4891686059, 824427.2148058435, 824322.5318176268, 824226.0223336141, 824119.2519314445, 824026.4403479792, 823918.059459215, 823825.1349451018, 823731.4147665247, 823623.942472872, 823530.222294295, 823440.9764957424, 823340.9501314269, 823240.5815996235, 823146.8614210467, 823057.6156224941, 822968.0658165761)"
8,Syn_n_50000_d_2_seed_1,asc,20,1.1,5,822973.1119851,220.76576018333435,"(824875.801116029, 824795.3291341065, 824626.3577451805, 824540.4891686059, 824427.2148058435, 824322.5318176268, 824226.0223336141, 824119.2519314445, 824026.4403479792, 823918.059459215, 823825.1349451018, 823731.4147665247, 823623.942472872, 823530.222294295, 823440.9764957424, 823340.9501314269, 823240.5815996235, 823146.8614210467, 823057.6156224941, 822973.1119851)"
9,Syn_n_50000_d_2_seed_1,asc,20,1.1,10,822973.1119851,221.5053722858429,"(824875.801116029, 824795.3291341065, 824626.3577451805, 824540.4891686059, 824427.2148058435, 824322.5318176268, 824226.0223336141, 824119.2519314445, 824026.4403479792, 823918.059459215, 823825.1349451018, 823731.4147665247, 823623.942472872, 823530.222294295, 823440.9764957424, 823340.9501314269, 823240.5815996235, 823146.8614210467, 823057.6156224941, 822973.1119851)"
10,Syn_n_50000_d_2_seed_1,asc,20,1.1,20,822973.1119851,222.11868953704834,"(824875.801116029, 824795.3291341065, 824626.3577451805, 824540.4891686059, 824427.2148058435, 824322.5318176268, 824226.0223336141, 824119.2519314445, 824026.4403479792, 823918.059459215, 823825.1349451018, 823731.4147665247, 823623.942472872, 823530.222294295, 823440.9764957424, 823340.9501314269, 823240.5815996235, 823146.8614210467, 823057.6156224941, 822973.1119851)"
11,Syn_n_50000_d_2_seed_1,asc,20,1.1,50,822973.1119851,222.88992619514465,"(824875.801116029, 824795.3291341065, 824626.3577451805, 824540.4891686059, 824427.2148058435, 824322.5318176268, 824226.0223336141, 824119.2519314445, 824026.4403479792, 823918.059459215, 823825.1349451018, 823731.4147665247, 823623.942472872, 823530.222294295, 823440.9764957424, 823340.9501314269, 823240.5815996235, 823146.8614210467, 823057.6156224941, 822973.1119851)"
12,Syn_n_50000_d_2_seed_1,asc,20,1.2,5,822973.1119851,202.26470756530762,"(824875.801116029, 824795.3291341065, 824626.3577451805, 824540.4891686059, 824427.2148058435, 824322.5318176268, 824226.0223336141, 824119.2519314445, 824026.4403479792, 823918.059459215, 823825.1349451018, 823731.4147665247, 823623.942472872, 823530.222294295, 823440.9764957424, 823340.9501314269, 823240.5815996237, 823146.8614210467, 823057.6156224941, 822973.1119851)"
13,Syn_n_50000_d_2_seed_1,asc,20,1.2,10,822973.1119851,202.59127020835876,"(824875.801116029, 824795.3291341065, 824626.3577451805, 824540.4891686059, 824427.2148058435, 824322.5318176268, 824226.0223336141, 824119.2519314445, 824026.4403479792, 823918.059459215, 823825.1349451018, 823731.4147665247, 823623.942472872, 823530.222294295, 823440.9764957424, 823340.9501314269, 823240.5815996237, 823146.8614210467, 823057.6156224941, 822973.1119851)"
14,Syn_n_50000_d_2_seed_1,asc,20,1.2,20,822973.1119851,202.09673738479614,"(824875.801116029, 824795.3291341065, 824626.3577451805, 824540.4891686059, 824427.2148058435, 824322.5318176268, 824226.0223336141, 824119.2519314445, 824026.4403479792, 823918.059459215, 823825.1349451018, 823731.4147665247, 823623.942472872, 823530.222294295, 823440.9764957424, 823340.9501314269, 823240.5815996237, 823146.8614210467, 823057.6156224941, 822973.1119851)"
15,Syn_n_50000_d_2_seed_1,asc,20,1.2,50,822973.1119851,202.9244213104248,"(824875.801116029, 824795.3291341065, 824626.3577451805, 824540.4891686059, 824427.2148058435, 824322.5318176268, 824226.0223336141, 824119.2519314445, 824026.4403479792, 823918.059459215, 823825.1349451018, 823731.4147665247, 823623.942472872, 823530.222294295, 823440.9764957424, 823340.9501314269, 823240.5815996237, 823146.8614210467, 823057.6156224941, 822973.1119851)"
16,Syn_n_50000_d_2_seed_1,asc,20,1.5,5,822973.1119851,185.156733751297,"(824875.801116029, 824795.3291341065, 824626.3577451805, 824540.4891686059, 824427.2148058435, 824322.5318176268, 824226.0223336141, 824119.2519314445, 824026.4403479792, 823918.059459215, 823825.1349451018, 823731.4147665247, 823623.942472872, 823530.222294295, 823440.9764957424, 823340.9501314269, 823240.5815996237, 823146.8614210467, 823066.4065008096, 822973.1119851)"
17,Syn_n_50000_d_2_seed_1,asc,20,1.5,10,822973.1119851,185.41534233093262,"(824875.801116029, 824795.3291341065, 824626.3577451805, 824540.4891686059, 824427.2148058435, 824322.5318176268, 824226.0223336141, 824119.2519314445, 824026.4403479792, 823918.059459215, 823825.1349451018, 823731.4147665247, 823623.942472872, 823530.222294295, 823440.9764957424, 823340.9501314269, 823240.5815996237, 823146.8614210467, 823066.4065008096, 822973.1119851)"
18,Syn_n_50000_d_2_seed_1,asc,20,1.5,20,822973.1119851,185.51710748672485,"(824875.801116029, 824795.3291341065, 824626.3577451805, 824540.4891686059, 824427.2148058435, 824322.5318176268, 824226.0223336141, 824119.2519314445, 824026.4403479792, 823918.059459215, 823825.1349451018, 823731.4147665247, 823623.942472872, 823530.222294295, 823440.9764957424, 823340.9501314269, 823240.5815996237, 823146.8614210467, 823057.6156224941, 822973.1119851)"
19,Syn_n_50000_d_2_seed_1,asc,20,1.5,50,822973.1119851,186.21522068977356,"(824875.801116029, 824795.3291341065, 824626.3577451805, 824540.4891686059, 824427.2148058435, 824322.5318176268, 824226.0223336141, 824119.2519314445, 824026.4403479792, 823918.059459215, 823825.1349451018, 823731.4147665247, 823623.942472872, 823530.222294295, 823440.9764957424, 823340.9501314269, 823240.5815996237, 823146.8614210467, 823057.6156224941, 822973.1119851)"
20,Syn_n_50000_d_2_seed_1,asc,20,2.0,5,822988.253933615,152.99242424964905,"(824875.801116029, 824795.3291341065, 824626.3577451805, 824540.4891686059, 824427.2148058435, 824322.5318176268, 824226.0223336141, 824136.3044381606, 824026.4403479792, 823932.7201694021, 823842.6614603658, 823743.4480065341, 823643.0794747306, 823549.3592961538, 823465.3349854402, 823367.6185343293, 823267.2500025261, 823170.0776692121, 823083.498725297, 822988.253933615)"
21,Syn_n_50000_d_2_seed_1,asc,20,2.0,10,822988.253933615,153.39252591133118,"(824875.801116029, 824795.3291341065, 824626.3577451805, 824540.4891686059, 824427.2148058435, 824322.5318176268, 824226.0223336141, 824136.3044381606, 824026.4403479792, 823932.7201694021, 823842.6614603658, 823743.4480065341, 823643.0794747306, 823549.3592961538, 823465.3349854402, 823367.6185343293, 823267.2500025261, 823170.0776692121, 823083.498725297, 822988.253933615)"
22,Syn_n_50000_d_2_seed_1,asc,20,2.0,20,822988.253933615,153.32307600975037,"(824875.801116029, 824795.3291341065, 824626.3577451805, 824540.4891686059, 824427.2148058435, 824322.5318176268, 824226.0223336141, 824136.3044381606, 824026.4403479792, 823932.7201694021, 823842.6614603658, 823743.4480065341, 823643.0794747306, 823549.3592961538, 823462.6308970333, 823367.6185343293, 823267.2500025261, 823170.077669212, 823081.9741121919, 822988.253933615)"
23,Syn_n_50000_d_2_seed_1,asc,20,2.0,50,822988.253933615,153.95822381973267,"(824875.801116029, 824795.3291341065, 824626.3577451805, 824540.4891686059, 824427.2148058435, 824322.5318176268, 824226.0223336141, 824136.3044381606, 824026.4403479792, 823932.7201694021, 823842.6614603658, 823743.4480065341, 823643.0794747306, 823549.3592961538, 823462.6308970333, 823367.6185343293, 823267.2500025261, 823170.077669212, 823081.9741121919, 822988.253933615)"
24,Syn_n_50000_d_2_seed_1,asc,20,5.0,5,822988.2539336156,141.9020676612854,"(824875.801116029, 824795.3291341065, 824626.3577451805, 824540.4891686059, 824427.2148058435, 824322.5318176268, 824226.0223336141, 824136.3044381614, 824026.44034798, 823932.7201694027, 823842.6614603659, 823743.4480065351, 823643.0794747317, 823549.3592961545, 823465.3349854412, 823367.6185343304, 823267.2500025271, 823170.0776692125, 823083.4987252979, 822988.2539336156)"
25,Syn_n_50000_d_2_seed_1,asc,20,5.0,10,822992.3896267881,141.50015258789062,"(824875.801116029, 824795.3291341065, 824626.3577451805, 824540.4891686059, 824427.2148058435, 824322.5318176268, 824226.0223336141, 824136.3044381614, 824026.44034798, 823939.1709443786, 823842.6614603659, 823743.4480065351, 823643.0794747317, 823553.4385424609, 823462.6308970334, 823367.6185343303, 823267.250002527, 823170.0776692127, 823090.054877046, 822992.3896267881)"
26,Syn_n_50000_d_2_seed_1,asc,20,5.0,20,822992.3896267881,141.74591827392578,"(824875.801116029, 824795.3291341065, 824626.3577451805, 824540.4891686059, 824427.2148058435, 824322.5318176268, 824226.0223336141, 824136.3044381614, 824026.44034798, 823939.1709443786, 823842.6614603659, 823743.4480065351, 823643.0794747317, 823553.4385424607, 823462.6308970334, 823367.6185343304, 823267.2500025271, 823170.0776692125, 823081.974112193, 822992.3896267881)"
27,Syn_n_50000_d_2_seed_1,asc,20,5.0,50,822992.3896267881,142.11856150627136,"(824875.801116029, 824795.3291341065, 824626.3577451805, 824540.4891686059, 824427.2148058439, 824322.5318176268, 824226.0223336141, 824136.3044381614, 824026.44034798, 823939.1709443785, 823842.6614603659, 823743.448006535, 823643.0794747317, 823553.4385424607, 823462.6308970334, 823367.6185343302, 823267.2500025269, 823170.0776692125, 823081.974112193, 822992.3896267881)"
28,Syn_n_50000_d_2_seed_1,asc,20,10.0,5,822995.0912332354,138.3442404270172,"(824875.801116029, 824795.3291341065, 824626.3577451805, 824540.4891686059, 824427.2148058439, 824322.5318176268, 824226.0223336141, 824131.5144447318, 824026.4403479805, 823941.0733166313, 823837.3974583892, 823752.7283061855, 823640.5335826158, 823555.9994160723, 823466.784146669, 823374.5384783755, 823286.3577714781, 823177.2189038759, 823090.0548770466, 822995.0912332354)"
29,Syn_n_50000_d_2_seed_1,asc,20,10.0,10,822995.0912332347,147.2065007686615,"(824875.801116029, 824795.3291341065, 824626.3577451805, 824540.4891686059, 824427.2148058439, 824322.5318176268, 824226.0223336141, 824131.5144447318, 824026.4403479805, 823934.6505689584, 823837.3974583892, 823750.3976727972, 823640.5335826158, 823555.9994160723, 823466.784146669, 823368.0177995667, 823273.293383313, 823177.2189038752, 823090.0548770459, 822995.0912332347)"
30,Syn_n_50000_d_2_seed_1,asc,20,10.0,20,822995.0912332347,134.14058995246887,"(824875.801116029, 824795.3291341065, 824626.3577451805, 824540.4891686059, 824427.2148058439, 824322.5318176268, 824226.0223336141, 824136.3044381619, 824026.4403479805, 823939.1709443785, 823856.433583684, 823743.4480065354, 823650.6108757758, 823566.0767092323, 823465.3349854412, 823367.6185343307, 823286.3577714774, 823177.2189038752, 823081.9741121929, 822995.0912332347)"
31,Syn_n_50000_d_2_seed_1,asc,20,10.0,50,822992.3896267881,134.6468403339386,"(824875.801116029, 824795.3291341065, 824626.3577451805, 824540.4891686059, 824427.2148058439, 824322.5318176268, 824226.0223336141, 824136.3044381619, 824026.4403479805, 823939.1709443785, 823842.6614603659, 823743.4480065354, 823643.0794747322, 823557.7479548551, 823465.3349854412, 823367.6185343307, 823267.2500025276, 823177.2189038752, 823081.9741121929, 822992.3896267881)"
