,dataset_name,method,k,theta,max,SSE,Total_time,allSSEs
0,Syn_n_50000_d_2_seed_0,asc,20,1.01,5,822470.7707060416,265.15917325019836,"(824313.2107042216, 824257.0284363973, 824114.7761229123, 824030.7285663149, 823905.2170225929, 823821.7913412445, 823709.34415283, 823625.9184714821, 823513.3253102559, 823430.4874448992, 823317.4524404929, 823236.0666961641, 823124.7530693846, 823040.9764982004, 822933.9627651996, 822849.6303120049, 822744.1981423032, 822659.9357550853, 822554.5035853833, 822470.7707060416)"
1,Syn_n_50000_d_2_seed_0,asc,20,1.01,10,822470.7707060416,266.77607822418213,"(824313.2107042216, 824257.0284363973, 824114.7761229123, 824030.7285663149, 823905.2170225929, 823821.7913412445, 823709.34415283, 823625.9184714821, 823513.3253102559, 823430.4874448992, 823317.4524404929, 823236.0666961641, 823124.7530693846, 823040.9764982004, 822933.9627651996, 822849.6303120049, 822744.1981423032, 822659.9357550853, 822554.5035853833, 822470.7707060416)"
2,Syn_n_50000_d_2_seed_0,asc,20,1.01,20,822470.7707060416,266.7243254184723,"(824313.2107042216, 824257.0284363973, 824114.7761229123, 824030.7285663149, 823905.2170225929, 823821.7913412445, 823709.34415283, 823625.9184714821, 823513.3253102559, 823430.4874448992, 823317.4524404929, 823236.0666961641, 823124.7530693846, 823040.9764982004, 822933.9627651996, 822849.6303120049, 822744.1981423032, 822659.9357550853, 822554.5035853833, 822470.7707060416)"
3,Syn_n_50000_d_2_seed_0,asc,20,1.01,50,822470.7707060416,267.2405090332031,"(824313.2107042216, 824257.0284363973, 824114.7761229123, 824030.7285663149, 823905.2170225929, 823821.7913412445, 823709.34415283, 823625.9184714821, 823513.3253102559, 823430.4874448992, 823317.4524404929, 823236.0666961641, 823124.7530693846, 823040.9764982004, 822933.9627651996, 822849.6303120049, 822744.1981423032, 822659.9357550853, 822554.5035853833, 822470.7707060416)"
4,Syn_n_50000_d_2_seed_0,asc,20,1.05,5,822470.7707060416,161.01797127723694,"(824313.2107042216, 824257.0284363973, 824114.7761229123, 824030.7285663149, 823905.2170225929, 823821.7913412442, 823709.34415283, 823625.9184714819, 823513.3253102559, 823430.4874448992, 823317.4524404929, 823236.0666961641, 823124.7530693846, 823040.9764982004, 822933.9627651996, 822849.6303120049, 822744.1981423032, 822659.9357550853, 822554.5035853833, 822470.7707060416)"
5,Syn_n_50000_d_2_seed_0,asc,20,1.05,10,822470.7707060416,161.3717987537384,"(824313.2107042216, 824257.0284363973, 824114.7761229123, 824030.7285663149, 823905.2170225929, 823821.7913412442, 823709.34415283, 823625.9184714819, 823513.3253102559, 823430.4874448992, 823317.4524404929, 823236.0666961641, 823124.7530693846, 823040.9764982004, 822933.9627651996, 822849.6303120049, 822744.1981423032, 822659.9357550853, 822554.5035853833, 822470.7707060416)"
6,Syn_n_50000_d_2_seed_0,asc,20,1.05,20,822470.7707060416,161.5507411956787,"(824313.2107042216, 824257.0284363973, 824114.7761229123, 824030.7285663149, 823905.2170225929, 823821.7913412442, 823709.34415283, 823625.9184714819, 823513.3253102559, 823430.4874448992, 823317.4524404929, 823236.0666961641, 823124.7530693846, 823040.9764982004, 822933.9627651996, 822849.6303120049, 822744.1981423032, 822659.9357550853, 822554.5035853833, 822470.7707060416)"
7,Syn_n_50000_d_2_seed_0,asc,20,1.05,50,822470.7707060416,162.25173711776733,"(824313.2107042216, 824257.0284363973, 824114.7761229123, 824030.7285663149, 823905.2170225929, 823821.7913412442, 823709.34415283, 823625.9184714819, 823513.3253102559, 823430.4874448992, 823317.4524404929, 823236.0666961641, 823124.7530693846, 823040.9764982004, 822933.9627651996, 822849.6303120049, 822744.1981423032, 822659.9357550853, 822554.5035853833, 822470.7707060416)"
8,Syn_n_50000_d_2_seed_0,asc,20,1.1,5,822470.7707060416,125.68391609191895,"(824313.2107042216, 824257.0284363973, 824114.7761229123, 824030.7285663149, 823905.2170225929, 823821.7913412442, 823709.34415283, 823625.9184714819, 823513.3253102559, 823430.4874448992, 823317.4524404929, 823236.0666961641, 823124.7530693846, 823040.9764982008, 822933.9627651996, 822849.6303120053, 822744.1981423034, 822659.9357550853, 822554.5035853833, 822470.7707060416)"
9,Syn_n_50000_d_2_seed_0,asc,20,1.1,10,822470.7707060416,125.80874180793762,"(824313.2107042216, 824257.0284363973, 824114.7761229123, 824030.7285663149, 823905.2170225929, 823821.7913412442, 823709.34415283, 823625.9184714819, 823513.3253102559, 823430.4874448992, 823317.4524404929, 823236.0666961641, 823124.7530693846, 823040.9764982008, 822933.9627651996, 822849.6303120053, 822744.1981423034, 822659.9357550853, 822554.5035853833, 822470.7707060416)"
