,dataset_name,method,k,theta,max,SSE,Total_time,allSSEs
0,Syn_n_50000_d_2_seed_8,asc,20,1.01,5,821197.6594192025,248.52718567848206,"(823068.4698093869, 823026.4136651858, 822868.6349023357, 822732.2074734378, 822636.8635329925, 822548.4614548767, 822453.157927695, 822330.9970613972, 822235.6935342161, 822147.365627269, 822052.1642163775, 821963.4576585332, 821865.7016592536, 821770.5077451603, 821673.043084139, 821577.7700460092, 821482.7646751867, 821393.0603201296, 821295.4154184822, 821197.6594192025)"
1,Syn_n_50000_d_2_seed_8,asc,20,1.01,10,821197.6594192025,248.7665557861328,"(823068.4698093869, 823026.4136651858, 822868.6349023357, 822732.2074734378, 822636.8635329925, 822548.4614548767, 822453.157927695, 822330.9970613972, 822235.6935342161, 822147.365627269, 822052.1642163775, 821963.4576585332, 821865.7016592536, 821770.5077451603, 821673.043084139, 821577.7700460092, 821482.7646751867, 821393.0603201296, 821295.4154184822, 821197.6594192025)"
2,Syn_n_50000_d_2_seed_8,asc,20,1.01,20,821197.6594192025,249.09602403640747,"(823068.4698093869, 823026.4136651858, 822868.6349023357, 822732.2074734378, 822636.8635329925, 822548.4614548767, 822453.157927695, 822330.9970613972, 822235.6935342161, 822147.365627269, 822052.1642163775, 821963.4576585332, 821865.7016592536, 821770.5077451603, 821673.043084139, 821577.7700460092, 821482.7646751867, 821393.0603201296, 821295.4154184822, 821197.6594192025)"
3,Syn_n_50000_d_2_seed_8,asc,20,1.01,50,821197.6594192025,249.37847137451172,"(823068.4698093869, 823026.4136651858, 822868.6349023357, 822732.2074734378, 822636.8635329925, 822548.4614548767, 822453.157927695, 822330.9970613972, 822235.6935342161, 822147.365627269, 822052.1642163775, 821963.4576585332, 821865.7016592536, 821770.5077451603, 821673.043084139, 821577.7700460092, 821482.7646751867, 821393.0603201296, 821295.4154184822, 821197.6594192025)"
4,Syn_n_50000_d_2_seed_8,asc,20,1.05,5,821197.6594192025,153.102454662323,"(823068.4698093869, 823026.4136651858, 822868.6349023357, 822732.2074734378, 822636.8635329925, 822548.4614548767, 822453.157927695, 822330.9970613972, 822235.6935342161, 822147.365627269, 822052.1642163775, 821963.4576585332, 821865.7016592536, 821770.5077451603, 821673.043084139, 821577.7700460092, 821482.7646751867, 821393.0603201296, 821295.4154184822, 821197.6594192025)"
5,Syn_n_50000_d_2_seed_8,asc,20,1.05,10,821197.6594192025,153.0406403541565,"(823068.4698093869, 823026.4136651858, 822868.6349023357, 822732.2074734378, 822636.8635329925, 822548.4614548767, 822453.157927695, 822330.9970613972, 822235.6935342161, 822147.365627269, 822052.1642163775, 821963.4576585332, 821865.7016592536, 821770.5077451603, 821673.043084139, 821577.7700460092, 821482.7646751867, 821393.0603201296, 821295.4154184822, 821197.6594192025)"
6,Syn_n_50000_d_2_seed_8,asc,20,1.05,20,821197.6594192025,153.21199941635132,"(823068.4698093869, 823026.4136651858, 822868.6349023357, 822732.2074734378, 822636.8635329925, 822548.4614548767, 822453.157927695, 822330.9970613972, 822235.6935342161, 822147.365627269, 822052.1642163775, 821963.4576585332, 821865.7016592536, 821770.5077451603, 821673.043084139, 821577.7700460092, 821482.7646751867, 821393.0603201296, 821295.4154184822, 821197.6594192025)"
7,Syn_n_50000_d_2_seed_8,asc,20,1.05,50,821197.6594192025,153.99308371543884,"(823068.4698093869, 823026.4136651858, 822868.6349023357, 822732.2074734378, 822636.8635329925, 822548.4614548767, 822453.157927695, 822330.9970613972, 822235.6935342161, 822147.365627269, 822052.1642163775, 821963.4576585332, 821865.7016592536, 821770.5077451603, 821673.043084139, 821577.7700460092, 821482.7646751867, 821393.0603201296, 821295.4154184822, 821197.6594192025)"
8,Syn_n_50000_d_2_seed_8,asc,20,1.1,5,821197.6594192025,132.24460124969482,"(823068.4698093869, 823026.4136651858, 822868.6349023357, 822732.2074734378, 822636.8635329925, 822548.4614548767, 822453.157927695, 822330.9970613972, 822235.6935342161, 822147.365627269, 822052.1642163775, 821963.4576585332, 821865.7016592536, 821770.5077451603, 821673.043084139, 821577.7700460092, 821482.7646751867, 821393.0603201296, 821295.4154184822, 821197.6594192025)"
9,Syn_n_50000_d_2_seed_8,asc,20,1.1,10,821197.6594192025,132.46967959403992,"(823068.4698093869, 823026.4136651858, 822868.6349023357, 822732.2074734378, 822636.8635329925, 822548.4614548767, 822453.157927695, 822330.9970613972, 822235.6935342161, 822147.365627269, 822052.1642163775, 821963.4576585332, 821865.7016592536, 821770.5077451603, 821673.043084139, 821577.7700460092, 821482.7646751867, 821393.0603201296, 821295.4154184822, 821197.6594192025)"
10,Syn_n_50000_d_2_seed_8,asc,20,1.1,20,821197.6594192025,132.55742168426514,"(823068.4698093869, 823026.4136651858, 822868.6349023357, 822732.2074734378, 822636.8635329925, 822548.4614548767, 822453.157927695, 822330.9970613972, 822235.6935342161, 822147.365627269, 822052.1642163775, 821963.4576585332, 821865.7016592536, 821770.5077451603, 821673.043084139, 821577.7700460092, 821482.7646751867, 821393.0603201296, 821295.4154184822, 821197.6594192025)"
11,Syn_n_50000_d_2_seed_8,asc,20,1.1,50,821197.6594192025,133.06130838394165,"(823068.4698093869, 823026.4136651858, 822868.6349023357, 822732.2074734378, 822636.8635329925, 822548.4614548767, 822453.157927695, 822330.9970613972, 822235.6935342161, 822147.365627269, 822052.1642163775, 821963.4576585332, 821865.7016592536, 821770.5077451603, 821673.043084139, 821577.7700460092, 821482.7646751867, 821393.0603201296, 821295.4154184822, 821197.6594192025)"
12,Syn_n_50000_d_2_seed_8,asc,20,1.2,5,821197.6594192025,116.88534998893738,"(823068.4698093869, 823026.4136651858, 822868.6349023357, 822732.2074734378, 822636.8635329925, 822548.4614548767, 822453.157927695, 822330.9970613972, 822235.6935342161, 822147.365627269, 822052.1642163775, 821963.4576585332, 821865.7016592536, 821770.5077451603, 821673.043084139, 821577.7700460092, 821482.7646751867, 821393.0603201296, 821295.4154184822, 821197.6594192025)"
13,Syn_n_50000_d_2_seed_8,asc,20,1.2,10,821197.6594192025,116.88581013679504,"(823068.4698093869, 823026.4136651858, 822868.6349023357, 822732.2074734378, 822636.8635329925, 822548.4614548767, 822453.157927695, 822330.9970613972, 822235.6935342161, 822147.365627269, 822052.1642163775, 821963.4576585332, 821865.7016592536, 821770.5077451603, 821673.043084139, 821577.7700460092, 821482.7646751867, 821393.0603201296, 821295.4154184822, 821197.6594192025)"
