,dataset_name,method,k,SSE_a,Total_time_a
0,Syn_n_100000_d_2_seed_2,asc,3,1655202.7331325565,41.80006718635559
1,Syn_n_100000_d_2_seed_2,asc,5,1654982.7110293605,125.19000625610352
2,Syn_n_100000_d_2_seed_2,asc,10,1654450.4719319092,254.26153540611267
3,Syn_n_100000_d_2_seed_2,asc,20,1653455.9900616643,340.4937334060669
