,dataset_name,method,k,SSE_a,Total_time_a
0,Syn_n_100000_d_2_seed_1,asc,3,1651359.3458868435,47.072874307632446
1,Syn_n_100000_d_2_seed_1,asc,5,1651152.5004422376,93.22218799591064
2,Syn_n_100000_d_2_seed_1,asc,10,1650623.959649111,153.61306643486023
3,Syn_n_100000_d_2_seed_1,asc,20,1649658.8328202015,222.46121621131897
