,dataset_name,method,k,SSE_a,Total_time_a
0,Syn_n_100000_d_2_seed_7,asc,3,1654299.9938894836,7.849982261657715
1,Syn_n_100000_d_2_seed_7,asc,5,1654096.6173096565,83.07992768287659
2,Syn_n_100000_d_2_seed_7,asc,10,1653567.1090745665,155.40657901763916
3,Syn_n_100000_d_2_seed_7,asc,20,1652665.0057611412,243.97327494621277
