,dataset_name,method,k,SSE_a,Total_time_a
0,Syn_n_100000_d_2_seed_6,asc,3,1651347.0104691419,38.34797501564026
1,Syn_n_100000_d_2_seed_6,asc,5,1651142.9843454836,106.2298378944397
2,Syn_n_100000_d_2_seed_6,asc,10,1650618.3298982652,192.6294298171997
3,Syn_n_100000_d_2_seed_6,asc,20,1649620.8276830963,280.3116068840027
