,dataset_name,method,k,SSE_a,Total_time_a
0,Syn_n_100000_d_2_seed_9,asc,3,1648906.8727724107,40.970046043395996
1,Syn_n_100000_d_2_seed_9,asc,5,1648693.6269872535,89.17664289474487
2,Syn_n_100000_d_2_seed_9,asc,10,1648204.8184179775,150.51107335090637
3,Syn_n_100000_d_2_seed_9,asc,20,1647252.743030839,265.4178817272186
