,dataset_name,method,k,SSE_a,Total_time_a
0,Syn_n_50000_d_2_seed_8,asc,3,822868.6349023359,1.5468652248382568
1,Syn_n_50000_d_2_seed_8,asc,5,822636.8635329925,8.026645421981812
2,Syn_n_50000_d_2_seed_8,asc,10,822193.6264668572,20.243436813354492
3,Syn_n_50000_d_2_seed_8,asc,20,821261.3373199018,34.621023416519165
