,dataset_name,method,k,SSE_a,Total_time_a
0,Syn_n_50000_d_2_seed_7,asc,3,827037.574863321,1.3354275226593018
1,Syn_n_50000_d_2_seed_7,asc,5,826832.4075217842,17.98462462425232
2,Syn_n_50000_d_2_seed_7,asc,10,826375.548319638,38.35050845146179
3,Syn_n_50000_d_2_seed_7,asc,20,825552.7438046552,75.65296840667725
