,dataset_name,method,k,SSE_a,Total_time_a
0,Syn_n_50000_d_2_seed_2,asc,3,829288.6495423694,10.568241357803345
1,Syn_n_50000_d_2_seed_2,asc,5,829068.6274391734,26.001458644866943
2,Syn_n_50000_d_2_seed_2,asc,10,828557.4987821216,82.74911570549011
3,Syn_n_50000_d_2_seed_2,asc,20,827628.7494694139,109.89242625236511
