,dataset_name,method,k,SSE_a,Total_time_a
0,Syn_n_50000_d_2_seed_9,asc,3,827271.9335505606,11.219646215438843
1,Syn_n_50000_d_2_seed_9,asc,5,827090.7130816048,33.16432452201843
2,Syn_n_50000_d_2_seed_9,asc,10,826618.5598310543,58.23537039756775
3,Syn_n_50000_d_2_seed_9,asc,20,825662.4183403723,97.86780953407288
