,dataset_name,method,k,theta,max,SSE_a,Total_time_a,SSE_b,Total_time_b,speed_up,Gap
0,x_108,asc,3,1,10,9303.19082771834,187.90057563781738,9303.190827718323,498.91002345085144,2.655180920853121,1.7597085704333333e-13
1,x_108,asc,3,2,10,9303.19082771834,170.53054332733154,9303.190827718323,493.33112478256226,2.892919445143727,1.7597085704333333e-13
2,x_108,asc,3,4,10,9303.19082771834,172.6349275112152,9303.190827718323,498.5400507450104,2.8878284245963077,1.7597085704333333e-13
3,x_108,asc,3,8,10,9303.19082771834,160.94010066986084,9303.190827718323,501.0143291950226,3.113048439200133,1.7597085704333333e-13
4,x_108,asc,3,16,10,9303.19082771834,158.0548174381256,9303.190827718323,500.1404469013214,3.1643480091779774,1.7597085704333333e-13
5,x_108,asc,3,32,10,9303.19082771834,136.1246190071106,9303.190827718323,513.2318468093872,3.770308784354269,1.7597085704333333e-13
6,x_108,asc,3,64,10,9303.19082771834,128.99013090133667,9303.190827718323,474.28462195396423,3.676906276781284,1.7597085704333333e-13
7,x_108,asc,5,1,10,9073.568830754866,443.1080553531647,9073.568830754852,963.6714916229248,2.1748002095219463,1.6037697514392737e-13
8,x_108,asc,5,2,10,9073.568830754866,296.4505686759949,9073.568830754852,968.5103342533112,3.267021340451004,1.6037697514392737e-13
9,x_108,asc,5,4,10,9073.568830754866,270.254337310791,9073.568830754852,936.4577407836914,3.4650979151789527,1.6037697514392737e-13
10,x_108,asc,5,8,10,9073.568830754866,249.94865727424622,9073.568830754852,940.3990831375122,3.762369013671863,1.6037697514392737e-13
11,x_108,asc,5,16,10,9073.568830754866,238.74755382537842,9073.568830754852,941.0689823627472,3.9416905735128553,1.6037697514392737e-13
12,x_108,asc,5,32,10,9073.568830754866,232.78766775131226,9073.568830754852,939.4657518863678,4.035719593574011,1.6037697514392737e-13
13,x_108,asc,5,64,10,9073.568830754866,230.89592099189758,9073.568830754852,995.8709981441498,4.313073153765657,1.6037697514392737e-13
14,x_108,asc,10,1,10,8582.48563620422,1312.4825248718262,8582.485636204243,2379.3710989952087,1.8128783080198132,-2.755246352681853e-13
15,x_108,asc,10,2,10,8582.48563620422,654.9840104579926,8582.485636204243,2317.2119600772858,3.53781454673526,-2.755246352681853e-13
16,x_108,asc,10,4,10,8582.48563620422,555.2470774650574,8582.485636204243,2218.0286626815796,3.99466967535937,-2.755246352681853e-13
17,x_108,asc,10,8,10,8582.48563620422,502.9888186454773,8582.485636204243,2204.4886355400085,4.382778610221559,-2.755246352681853e-13
18,x_108,asc,10,16,10,8582.48563620422,435.3530375957489,8582.485636204243,2173.731050491333,4.993030627501378,-2.755246352681853e-13
19,x_108,asc,10,32,10,8582.48563620422,436.1391143798828,8582.485636204243,2137.467390060425,4.900884418723938,-2.755246352681853e-13
20,x_108,asc,10,64,10,8582.48563620422,383.0371513366699,8582.485636204243,2118.1778960227966,5.529954179721401,-2.755246352681853e-13
21,x_108,asc,20,1,10,8016.776491109492,2185.27995967865,8016.776491109642,4439.646410942078,2.031614480917556,-1.8719073178471725e-12
22,x_108,asc,20,2,10,8017.703196117053,1257.8554244041443,8016.776491109642,4460.708897590637,3.546281083697444,0.011559571461659382
23,x_108,asc,20,4,10,8017.751616989109,1033.3136219978333,8016.776491109642,4367.905934095383,4.227086376399809,0.012163565749252755
24,x_108,asc,20,8,10,8017.751616989109,872.7122368812561,8016.776491109642,4376.331585645676,5.014633003525918,0.012163565749252755
25,x_108,asc,20,16,10,8017.751616989109,769.8620090484619,8016.776491109642,4389.787945270538,5.702045163517357,0.012163565749252755
26,x_108,asc,20,32,10,8019.061818424053,686.5965161323547,8016.776491109642,4365.61815905571,6.3583459229410835,0.028506810897688913
27,x_108,asc,20,64,10,8019.061818424053,632.4166059494019,8016.776491109642,4347.8797335624695,6.875024616147307,0.028506810897688913
