,dataset_name,method,k,theta,max,SSE_a,Total_time_a,SSE_b,Total_time_b,speed_up,Gap
0,r01,asc,3,1,10,2045.1116869535156,18.989155054092407,2045.1116869535192,43.06700372695923,2.267978938729964,-1.778865589737543e-13
1,r01,asc,3,2,10,2045.1116869535156,19.32631254196167,2045.1116869535192,42.71511483192444,2.2102051148754085,-1.778865589737543e-13
2,r01,asc,3,4,10,2045.1116869535156,17.61901617050171,2045.1116869535192,45.393203020095825,2.5763755808394397,-1.778865589737543e-13
3,r01,asc,3,8,10,2045.1116869535156,17.586983919143677,2045.1116869535192,43.10040879249573,2.4506992779802528,-1.778865589737543e-13
4,r01,asc,3,16,10,2045.1116869535156,17.656341791152954,2045.1116869535192,46.31752943992615,2.6232800649075805,-1.778865589737543e-13
5,r01,asc,3,32,10,2045.1116869535156,18.15917420387268,2045.1116869535192,46.553417682647705,2.563630766465117,-1.778865589737543e-13
6,r01,asc,3,64,10,2045.1116869535156,17.03559684753418,2045.1116869535192,48.2064254283905,2.829746786087401,-1.778865589737543e-13
7,r01,asc,5,1,10,1971.6271023667737,54.702067613601685,1971.627102366776,94.06098103523254,1.7195141817974766,-1.153228595662378e-13
8,r01,asc,5,2,10,1971.6271023667737,46.71657133102417,1971.627102366776,93.3880181312561,1.9990340787111174,-1.153228595662378e-13
9,r01,asc,5,4,10,1971.6271023667737,45.270289182662964,1971.627102366776,93.24959397315979,2.059840916785469,-1.153228595662378e-13
10,r01,asc,5,8,10,1971.6271023667737,50.32377529144287,1971.627102366776,99.26248550415039,1.9724769242626583,-1.153228595662378e-13
11,r01,asc,5,16,10,1971.6271023667737,52.543867349624634,1971.627102366776,103.92086911201477,1.9777925446661506,-1.153228595662378e-13
12,r01,asc,5,32,10,1973.9778635658627,47.52349138259888,1971.627102366776,102.95204901695251,2.1663401829657927,0.11922950319889719
13,r01,asc,5,64,10,1977.1169198355374,45.89348602294922,1971.627102366776,102.23227143287659,2.227598735510197,0.27844096189240636
14,r01,asc,10,1,10,1803.2226826958802,147.3337414264679,1803.2226826958931,226.71044063568115,1.5387543847098257,-7.18729839893542e-13
15,r01,asc,10,2,10,1803.2226826958804,96.65198755264282,1803.2226826958931,241.25291323661804,2.496098831958488,-7.061205444568132e-13
16,r01,asc,10,4,10,1803.2226826958804,91.09840750694275,1803.2226826958931,228.4592661857605,2.507829416978,-7.061205444568132e-13
17,r01,asc,10,8,10,1812.3029535282008,99.67631459236145,1803.2226826958931,227.17215585708618,2.279098668386112,0.5035579310000832
18,r01,asc,10,16,10,1822.257671691642,92.50269317626953,1803.2226826958931,225.7111427783966,2.4400494194076083,1.055609447375112
19,r01,asc,10,32,10,1826.5254523645867,90.7694640159607,1803.2226826958931,237.55736660957336,2.6171507035427886,1.292284635298342
20,r01,asc,10,64,10,1837.9936923465734,87.18982291221619,1803.2226826958931,233.5379331111908,2.6784999133020344,1.928270422968293
21,r01,asc,20,1,10,1665.9205079195704,295.2185068130493,1665.9205079196,489.093474149704,1.6567168482409145,-1.7743090181735559e-12
22,r01,asc,20,2,10,1665.9205079195704,174.16138696670532,1665.9205079196,512.9216914176941,2.9450942045825004,-1.7743090181735559e-12
23,r01,asc,20,4,10,1665.9205079195697,135.0172517299652,1665.9205079196,450.61420702934265,3.3374565194866506,-1.815254610900638e-12
24,r01,asc,20,8,10,1665.9205079195697,140.6713240146637,1665.9205079196,438.5604145526886,3.1176248437597183,-1.815254610900638e-12
25,r01,asc,20,16,10,1668.0294746139432,126.1343355178833,1665.9205079196,456.49601554870605,3.6191257017720138,0.12659467749616432
26,r01,asc,20,32,10,1674.2423716905605,122.17312359809875,1665.9205079196,467.65312004089355,3.8277904850766302,0.49953546591205167
27,r01,asc,20,64,10,1687.831404550825,116.35195088386536,1665.9205079196,456.46285247802734,3.923121606561094,1.3152426257473366
