,dataset_name,method,k,SSE_a,Total_time_a
0,Syn_n_10000_d_2_seed_3,asc,3,164374.47216184807,0.09478068351745605
1,Syn_n_10000_d_2_seed_3,asc,5,164201.69895943187,0.28057289123535156
2,Syn_n_10000_d_2_seed_3,asc,10,163791.99020222254,0.6482651233673096
3,Syn_n_10000_d_2_seed_3,asc,20,162999.01909877165,1.0651860237121582
