,dataset_name,method,k,SSE_a,Total_time_a
0,Syn_n_10000_d_2_seed_5,asc,3,165082.20105340428,0.07882356643676758
1,Syn_n_10000_d_2_seed_5,asc,5,164885.57675760737,0.4527866840362549
2,Syn_n_10000_d_2_seed_5,asc,10,164452.64280080656,1.6655468940734863
3,Syn_n_10000_d_2_seed_5,asc,20,163601.9629211263,2.468395471572876
